CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,138.0,,,5.9,4.1,3.0,208.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,4.4,2.6,10.0,209.0,
3,55,45.0,8.0,13.0,0.0,138.0,,,0.0,13.0,43.0,187.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,19.0,0.0,138.0,170.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,17.1,8.9,4.0,202.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,2.1,0.9,74.0,136.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,5.0,0.0,18.0,176.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,9.0,0.0,84.0,113.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,0.0,16.0,86.0,116.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,8.6,7.4,103.0,152.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,12.0,0.0,54.0,87.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,19.0,10.0,202.0,
13,30,25.0,16.0,23.0,149.5,230.0,,,14.1,8.9,147.0,180.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,20.0,0.0,23.0,196.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,5.1,2.9,46.0,82.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,11.7,7.3,23.0,145.0,
17,5,30.0,16.0,2.0,92.0,172.5,,,1.2,0.8,122.0,192.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,12.0,0.0,43.0,138.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,11.2,5.8,23.0,146.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,0.0,9.0,68.0,183.0,
21,45,20.0,8.0,11.0,0.0,138.0,,,11.0,0.0,8.0,210.0,
22,45,10.0,8.0,18.0,0.0,138.0,,,0.0,18.0,73.0,131.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,18.5,10.5,55.0,87.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,3.0,0.0,44.0,201.0,
25,65,20.0,8.0,6.0,149.5,230.0,,,6.0,0.0,149.0,189.0,
26,45,30.0,16.0,17.0,92.0,172.5,,,12.1,4.9,47.0,219.0,
27,35,40.0,8.0,16.0,0.0,138.0,,,0.0,16.0,1.0,81.0,
28,41,37.0,16.0,16.0,0.0,138.0,,,10.3,5.7,3.0,147.0,
29,64,42.0,8.0,9.0,0.0,138.0,,,0.0,9.0,26.0,150.0,
30,40,60.0,8.0,21.0,0.0,138.0,,,0.0,21.0,49.0,107.0,
31,31,52.0,16.0,27.0,0.0,138.0,,,17.5,9.5,17.0,208.0,
32,35,69.0,8.0,23.0,92.0,172.5,,,23.0,0.0,64.0,191.0,
33,53,52.0,16.0,11.0,0.0,138.0,,,7.1,3.9,17.0,95.0,
34,65,55.0,8.0,14.0,0.0,138.0,,,0.0,14.0,26.0,196.0,
35,63,65.0,16.0,8.0,92.0,172.5,,,5.6,2.4,109.0,184.0,
36,2,60.0,8.0,5.0,0.0,138.0,,,0.0,5.0,39.0,115.0,
37,20,20.0,8.0,8.0,0.0,138.0,,,8.0,0.0,41.0,203.0,
38,5,5.0,16.0,16.0,0.0,138.0,,,10.3,5.7,73.0,102.0,
39,60,12.0,16.0,31.0,0.0,138.0,,,17.4,13.6,32.0,113.0,
40,40,25.0,16.0,9.0,0.0,138.0,,,5.3,3.7,63.0,115.0,
41,42,7.0,8.0,5.0,0.0,138.0,,,5.0,0.0,71.0,134.0,
42,24,12.0,8.0,5.0,0.0,138.0,,,0.0,5.0,23.0,93.0,
43,23,3.0,8.0,7.0,92.0,172.5,,,7.0,0.0,73.0,187.0,
44,11,14.0,16.0,18.0,0.0,138.0,,,12.5,5.5,57.0,89.0,
45,6,38.0,8.0,16.0,0.0,138.0,,,0.0,16.0,27.0,104.0,
46,2,48.0,16.0,1.0,92.0,172.5,,,0.6,0.4,60.0,180.0,
47,8,56.0,8.0,27.0,0.0,138.0,,,0.0,27.0,30.0,187.0,
48,13,52.0,8.0,36.0,0.0,138.0,,,36.0,0.0,23.0,206.0,
49,6,68.0,8.0,30.0,0.0,138.0,,,0.0,30.0,92.0,134.0,
50,47,47.0,16.0,13.0,0.0,138.0,,,9.1,3.9,27.0,212.0,
51,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
