CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,96.0,180.0,,,5.7,2.3,7.8,4.2,122.0,122.0,193.0,191.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,27.0,32.0,100.0,99.0,
3,22,85.0,16.0,10.0,96.0,180.0,,,2.2,1.8,4.2,1.8,96.0,96.0,147.0,149.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,16.0,0.0,24.0,60.0,58.0,195.0,196.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,35.0,37.0,117.0,116.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,47.0,55.0,174.0,166.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,5.9,2.1,6.5,5.5,67.0,67.0,119.0,122.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,50.0,51.0,164.0,159.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,4.8,3.2,8.3,3.7,43.0,50.0,163.0,161.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,8.7,3.3,12.5,5.5,86.0,83.0,177.0,181.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,9.0,7.0,12.9,11.1,24.0,24.0,159.0,160.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,5.1,2.9,7.7,4.3,47.0,47.0,112.0,108.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.1,1.9,3.5,2.5,59.0,60.0,195.0,198.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,27.0,29.0,124.0,123.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,5.8,2.2,7.0,5.0,39.0,33.0,172.0,164.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,59.0,53.0,119.0,119.0,
17,0,45.0,16.0,20.0,0.0,144.0,,,4.3,3.7,7.0,5.0,54.0,52.0,196.0,201.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,5.1,2.9,6.8,5.2,76.0,75.0,124.0,128.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,11.4,4.6,14.5,9.5,54.0,57.0,115.0,116.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,108.0,108.0,163.0,163.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.7,1.3,3.2,2.8,46.0,49.0,116.0,111.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,9.4,6.6,15.1,8.9,51.0,50.0,163.0,168.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,7.0,5.0,12.7,5.3,43.0,36.0,166.0,172.0,
24,38,15.0,16.0,10.0,96.0,180.0,,,2.7,1.3,3.5,2.5,126.0,124.0,197.0,200.0,
25,35,5.0,16.0,20.0,0.0,144.0,,,5.6,2.4,7.2,4.8,42.0,44.0,189.0,192.0,
26,95,30.0,8.0,30.0,96.0,180.0,,,0.0,12.0,0.0,18.0,101.0,102.0,156.0,156.0,
27,95,35.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,52.0,57.0,176.0,177.0,
28,92,30.0,16.0,10.0,0.0,144.0,,,2.4,1.6,3.2,2.8,48.0,51.0,125.0,124.0,
29,90,35.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,50.0,52.0,117.0,117.0,
