CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,624.0,960.0,,,4.6,3.4,7.5,4.5,603.0,594.0,876.0,863.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,0.0,12.0,0.0,18.0,88.0,78.0,340.0,342.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,4.0,0.0,6.0,0.0,401.0,396.0,665.0,667.0,
4,20,80.0,16.0,40.0,624.0,960.0,,,9.7,6.3,13.6,10.4,572.0,578.0,848.0,845.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,33.0,18.0,300.0,295.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,4.9,3.1,6.6,5.4,316.0,308.0,571.0,573.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,219.0,240.0,480.0,486.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,293.0,293.0,570.0,550.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,5.1,2.9,7.7,4.3,303.0,308.0,567.0,563.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,12.0,0.0,18.0,0.0,444.0,441.0,723.0,714.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,10.8,5.2,13.5,10.5,128.0,116.0,383.0,397.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,5.0,3.0,6.9,5.1,149.0,154.0,416.0,416.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,2.2,1.8,3.4,2.6,585.0,580.0,842.0,835.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,2.4,1.6,3.7,2.3,29.0,26.0,288.0,288.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,5.3,2.7,7.4,4.6,94.0,107.0,378.0,374.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,176.0,175.0,449.0,448.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,0.0,8.0,0.0,12.0,619.0,624.0,903.0,898.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.6,2.4,7.0,5.0,269.0,270.0,516.0,537.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,10.1,5.9,13.8,10.2,176.0,191.0,434.0,441.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,2.4,1.6,4.3,1.7,470.0,475.0,718.0,718.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,2.2,1.8,3.9,2.1,153.0,134.0,417.0,406.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,11.3,4.7,14.7,9.3,299.0,314.0,572.0,578.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,132.0,120.0,388.0,393.0,
24,38,15.0,8.0,10.0,624.0,960.0,,,4.0,0.0,6.0,0.0,609.0,599.0,865.0,880.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,8.0,0.0,12.0,652.0,651.0,923.0,920.0,
26,95,30.0,8.0,30.0,384.0,720.0,,,0.0,12.0,0.0,18.0,446.0,468.0,730.0,718.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,5.8,2.2,8.3,3.7,84.0,79.0,338.0,348.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,2.5,1.5,3.3,2.7,85.0,65.0,346.0,349.0,
29,90,35.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,120.0,131.0,389.0,382.0,
30,88,30.0,16.0,10.0,0.0,576.0,,,2.9,1.1,3.8,2.2,163.0,173.0,438.0,426.0,
31,88,35.0,16.0,20.0,0.0,576.0,,,4.6,3.4,8.6,3.4,93.0,81.0,366.0,349.0,
32,87,30.0,16.0,10.0,624.0,960.0,,,2.3,1.7,3.9,2.1,553.0,548.0,818.0,813.0,
33,85,25.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,35.0,27.0,299.0,296.0,
34,85,35.0,16.0,30.0,384.0,720.0,,,7.4,4.6,11.0,7.0,406.0,427.0,676.0,680.0,
35,67,85.0,16.0,20.0,624.0,960.0,,,4.6,3.4,7.5,4.5,582.0,578.0,845.0,855.0,
36,65,85.0,16.0,40.0,0.0,576.0,,,9.8,6.2,15.1,8.9,23.0,23.0,289.0,284.0,
37,65,82.0,8.0,10.0,384.0,720.0,,,4.0,0.0,6.0,0.0,473.0,479.0,752.0,740.0,
38,62,80.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,202.0,197.0,462.0,480.0,
39,60,80.0,16.0,10.0,0.0,576.0,,,2.4,1.6,3.9,2.1,12.0,17.0,284.0,289.0,
40,60,85.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,269.0,264.0,513.0,527.0,
41,58,75.0,16.0,20.0,0.0,576.0,,,4.7,3.3,8.3,3.7,294.0,305.0,564.0,575.0,
42,55,80.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,18.0,33.0,285.0,282.0,
43,55,85.0,16.0,20.0,384.0,720.0,,,5.3,2.7,7.1,4.9,512.0,503.0,766.0,777.0,
44,55,82.0,16.0,10.0,0.0,576.0,,,2.4,1.6,3.4,2.6,157.0,152.0,406.0,407.0,
45,20,82.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,19.0,22.0,295.0,299.0,
