CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,3.4,2.6,297.0,298.0,486.0,479.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,8.3,3.7,10.7,7.3,207.0,209.0,389.0,385.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,1166.0,1163.0,1335.0,1338.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,2.2,1.8,3.4,2.6,1250.0,1246.0,1432.0,1431.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,2.3,1.7,3.8,2.2,18.0,25.0,191.0,198.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,4.7,3.3,7.9,4.1,487.0,488.0,666.0,662.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,5.8,2.2,6.7,5.3,1071.0,1062.0,1246.0,1241.0,
8,34,60.0,8.0,20.0,2203.5,3390.0,,,8.0,0.0,12.0,0.0,2872.0,2872.0,3054.0,3055.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2595.0,2598.0,2775.0,2777.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,0.0,4.0,0.0,6.0,2786.0,2776.0,2956.0,2953.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,2.7,1.3,3.9,2.1,2693.0,2696.0,2869.0,2872.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,0.0,8.0,0.0,12.0,2111.0,2109.0,2282.0,2289.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,6.8,5.2,12.4,5.6,2400.0,2389.0,2581.0,2578.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,0.0,4.0,0.0,6.0,2012.0,2025.0,2195.0,2186.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,9.4,6.6,16.8,7.2,2206.0,2212.0,2389.0,2377.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,24.0,1918.0,1933.0,2097.0,2110.0,
17,18,75.0,8.0,20.0,1356.0,2542.5,,,0.0,8.0,0.0,12.0,2302.0,2295.0,2476.0,2478.0,
18,15,75.0,16.0,20.0,0.0,2034.0,,,5.3,2.7,7.3,4.7,1739.0,1727.0,1905.0,1905.0,
19,15,80.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,1829.0,1831.0,2008.0,2013.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,9.0,9.0,171.0,183.0,
21,30,56.0,16.0,20.0,2203.5,3390.0,,,4.8,3.2,8.1,3.9,2983.0,2971.0,3151.0,3151.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,19.0,18.0,184.0,183.0,
23,14,66.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,1642.0,1641.0,1805.0,1809.0,
24,25,50.0,16.0,10.0,0.0,2034.0,,,2.5,1.5,4.3,1.7,104.0,101.0,279.0,292.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,0.0,16.0,0.0,24.0,2492.0,2501.0,2674.0,2678.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,
