CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,624.0,960.0,,,0.0,20.0,662.0,802.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,0.0,30.0,143.0,278.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,6.4,3.6,465.0,594.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,40.0,636.0,774.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,20.0,72.0,201.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,14.4,5.6,377.0,515.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,12.3,7.7,289.0,424.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,10.0,358.0,487.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,0.0,20.0,365.0,492.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,30.0,507.0,649.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,40.0,0.0,185.0,327.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,20.0,0.0,223.0,354.0,
13,5,35.0,8.0,10.0,624.0,960.0,,,10.0,0.0,648.0,780.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,6.6,3.4,26.0,158.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,20.0,0.0,168.0,305.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,12.2,7.8,249.0,387.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,20.0,0.0,692.0,824.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,12.1,7.9,333.0,462.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,24.3,15.7,244.0,385.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,5.5,4.5,528.0,664.0,
21,40,5.0,8.0,10.0,0.0,576.0,,,10.0,0.0,208.0,340.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,40.0,0.0,373.0,500.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,0.0,30.0,197.0,333.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,5.8,4.2,671.0,805.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,20.0,777.0,914.0,
26,95,30.0,16.0,30.0,384.0,720.0,,,18.0,12.0,520.0,656.0,
27,95,35.0,8.0,20.0,0.0,576.0,,,0.0,20.0,142.0,273.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,5.7,4.3,142.0,276.0,
29,90,35.0,8.0,10.0,0.0,576.0,,,0.0,10.0,183.0,314.0,
30,88,30.0,16.0,10.0,0.0,576.0,,,6.9,3.1,243.0,376.0,
31,88,35.0,8.0,20.0,0.0,576.0,,,20.0,0.0,164.0,292.0,
32,87,30.0,8.0,10.0,624.0,960.0,,,0.0,10.0,613.0,743.0,
33,85,25.0,8.0,10.0,0.0,576.0,,,10.0,0.0,69.0,205.0,
34,85,35.0,8.0,30.0,384.0,720.0,,,0.0,30.0,477.0,618.0,
35,67,85.0,16.0,20.0,624.0,960.0,,,13.2,6.8,646.0,785.0,
36,65,85.0,16.0,40.0,0.0,576.0,,,26.7,13.3,39.0,166.0,
37,65,82.0,16.0,10.0,384.0,720.0,,,6.8,3.2,555.0,679.0,
38,62,80.0,8.0,30.0,0.0,576.0,,,30.0,0.0,266.0,410.0,
39,60,80.0,8.0,10.0,0.0,576.0,,,10.0,0.0,59.0,193.0,
40,60,85.0,16.0,30.0,0.0,576.0,,,17.9,12.1,329.0,461.0,
41,58,75.0,16.0,20.0,0.0,576.0,,,12.9,7.1,367.0,500.0,
42,55,80.0,8.0,10.0,0.0,576.0,,,10.0,0.0,29.0,153.0,
43,55,85.0,16.0,20.0,384.0,720.0,,,13.6,6.4,562.0,704.0,
44,55,82.0,16.0,10.0,0.0,576.0,,,5.6,4.4,211.0,342.0,
45,20,82.0,16.0,10.0,0.0,576.0,,,6.6,3.4,26.0,166.0,
46,18,80.0,16.0,10.0,384.0,720.0,,,6.2,3.8,487.0,614.0,
47,2,45.0,8.0,10.0,0.0,576.0,,,10.0,0.0,96.0,233.0,
48,42,5.0,16.0,10.0,624.0,960.0,,,6.5,3.5,727.0,861.0,
49,42,12.0,16.0,10.0,0.0,576.0,,,6.2,3.8,439.0,570.0,
50,72,35.0,16.0,30.0,384.0,720.0,,,16.6,13.4,500.0,633.0,
51,55,20.0,8.0,19.0,0.0,576.0,,,0.0,19.0,324.0,448.0,
52,25,30.0,16.0,3.0,0.0,576.0,,,2.2,0.8,175.0,297.0,
53,20,50.0,16.0,5.0,0.0,576.0,,,3.0,2.0,368.0,499.0,
54,55,60.0,8.0,16.0,384.0,720.0,,,16.0,0.0,596.0,730.0,
55,30,60.0,16.0,16.0,384.0,720.0,,,8.5,7.5,594.0,725.0,
56,50,35.0,16.0,19.0,384.0,720.0,,,10.6,8.4,553.0,683.0,
57,30,25.0,16.0,23.0,0.0,576.0,,,14.2,8.8,391.0,525.0,
58,15,10.0,8.0,20.0,624.0,960.0,,,0.0,20.0,772.0,909.0,
59,10,20.0,16.0,19.0,0.0,576.0,,,12.1,6.9,36.0,167.0,
60,15,60.0,16.0,17.0,624.0,960.0,,,10.8,6.2,690.0,814.0,
61,45,65.0,16.0,9.0,0.0,576.0,,,5.0,4.0,258.0,389.0,
62,65,35.0,16.0,3.0,0.0,576.0,,,1.7,1.3,159.0,289.0,
63,65,20.0,8.0,6.0,0.0,576.0,,,6.0,0.0,31.0,171.0,
64,45,30.0,8.0,17.0,0.0,576.0,,,0.0,17.0,180.0,313.0,
65,35,40.0,16.0,16.0,0.0,576.0,,,10.7,5.3,8.0,143.0,
66,41,37.0,16.0,16.0,384.0,720.0,,,8.6,7.4,556.0,694.0,
67,64,42.0,8.0,9.0,0.0,576.0,,,9.0,0.0,262.0,394.0,
68,40,60.0,16.0,21.0,384.0,720.0,,,14.1,6.9,605.0,739.0,
69,31,52.0,16.0,27.0,0.0,576.0,,,17.8,9.2,154.0,281.0,
70,35,69.0,8.0,23.0,624.0,960.0,,,23.0,0.0,808.0,938.0,
71,65,55.0,16.0,14.0,0.0,576.0,,,8.6,5.4,229.0,372.0,
