CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,24.0,10.0,0.0,138.0,,,2.5,0.0,0.9,0.6,3.6,0.0,1.5,0.9,0.0,0.0,208.0,205.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,0.0,0.0,0.0,2.8,0.0,0.0,0.0,4.2,0.0,0.0,204.0,222.0,
3,55,45.0,32.0,13.0,0.0,138.0,,,2.4,1.6,1.1,0.1,3.6,2.1,1.3,0.9,0.0,0.0,207.0,208.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,4.1,3.5,0.0,0.0,6.0,5.4,0.0,0.0,138.0,139.0,169.0,170.0,
5,15,30.0,24.0,26.0,0.0,138.0,,,6.4,0.0,3.5,0.5,8.8,0.0,4.5,2.3,0.0,0.0,212.0,200.0,
6,25,30.0,24.0,3.0,0.0,138.0,,,0.5,0.4,0.2,0.0,0.8,0.6,0.3,0.1,86.0,88.0,121.0,121.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,215.0,204.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,0.0,0.0,3.6,0.0,0.0,0.0,5.4,0.0,83.0,85.0,117.0,116.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,4.3,0.0,2.1,0.0,6.1,0.0,3.5,0.0,84.0,84.0,118.0,117.0,
10,30,60.0,8.0,16.0,92.0,172.5,,,0.0,0.0,0.0,6.4,0.0,0.0,0.0,9.6,113.0,111.0,144.0,147.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,2.9,1.9,0.0,0.0,4.3,2.9,0.0,0.0,54.0,54.0,89.0,89.0,
12,50,35.0,32.0,19.0,0.0,138.0,,,3.4,2.0,1.5,0.8,5.1,3.9,2.1,0.4,0.0,0.0,210.0,207.0,
