CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,138.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,212.0,223.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,0.0,2.8,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,203.0,209.0,
3,55,45.0,24.0,13.0,0.0,138.0,,,2.9,1.8,0.0,0.4,4.9,2.6,0.0,0.3,0.0,0.0,216.0,205.0,
4,55,20.0,32.0,19.0,92.0,172.5,,,3.8,2.2,1.4,0.2,4.9,3.7,2.1,0.7,139.0,136.0,170.0,170.0,
5,15,30.0,24.0,26.0,0.0,138.0,,,0.0,6.0,2.6,1.8,0.0,9.9,4.4,1.4,0.0,0.0,217.0,214.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.6,0.6,0.0,0.0,0.9,0.7,0.0,0.2,0.0,0.0,209.0,224.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,1.8,0.0,0.0,0.2,2.5,0.0,0.0,0.5,0.0,0.0,206.0,205.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,3.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,82.0,82.0,118.0,116.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,0.0,0.0,9.6,0.0,0.0,87.0,84.0,120.0,120.0,
10,30,60.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,197.0,211.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,4.8,0.0,0.0,0.0,7.2,0.0,0.0,0.0,56.0,56.0,87.0,88.0,
12,50,35.0,32.0,19.0,0.0,138.0,,,3.5,2.2,1.4,0.5,5.2,3.5,1.4,1.3,0.0,0.0,206.0,206.0,
13,30,25.0,32.0,23.0,149.5,230.0,,,4.6,3.0,1.5,0.1,5.8,4.0,3.3,0.7,147.0,148.0,182.0,180.0,
14,15,10.0,32.0,20.0,0.0,138.0,,,3.7,2.8,1.1,0.3,5.2,3.9,2.5,0.4,0.0,0.0,192.0,201.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,0.0,2.4,0.0,0.8,0.0,4.0,0.0,0.8,48.0,49.0,81.0,81.0,
