CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,650.0,1000.0,,,2.3,1.7,3.3,2.7,640.0,643.0,899.0,912.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,2.8,0.0,4.2,0.0,80.0,78.0,333.0,350.0,
3,55,45.0,8.0,13.0,400.0,750.0,,,0.0,5.2,0.0,7.8,431.0,413.0,686.0,681.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,7.6,0.0,11.4,0.0,611.0,602.0,882.0,860.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,0.0,10.4,0.0,15.6,0.0,19.0,284.0,260.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,1.2,0.0,1.8,0.0,343.0,326.0,589.0,596.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,2.0,0.0,3.0,0.0,249.0,244.0,508.0,492.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,3.6,0.0,5.4,0.0,310.0,302.0,570.0,564.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,0.0,6.4,0.0,9.6,317.0,310.0,576.0,576.0,
10,30,60.0,8.0,16.0,400.0,750.0,,,0.0,6.4,0.0,9.6,479.0,477.0,740.0,732.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,2.6,2.2,4.0,3.2,144.0,125.0,407.0,390.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,5.1,2.5,7.3,4.1,144.0,156.0,425.0,416.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,6.0,3.2,8.2,5.6,618.0,626.0,897.0,900.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,5.3,2.7,7.2,4.8,18.0,23.0,276.0,276.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,2.2,1.0,3.3,1.5,116.0,109.0,378.0,363.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,4.6,3.0,6.0,5.4,187.0,184.0,462.0,455.0,
17,5,30.0,8.0,2.0,650.0,1000.0,,,0.0,0.8,0.0,1.2,664.0,668.0,930.0,934.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,3.4,1.4,4.3,2.9,285.0,269.0,537.0,526.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,6.8,0.0,10.2,0.0,202.0,195.0,455.0,460.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,3.6,0.0,5.4,0.0,484.0,484.0,754.0,768.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,0.0,4.4,0.0,6.6,147.0,138.0,394.0,397.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,7.2,0.0,10.8,0.0,318.0,317.0,591.0,578.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,11.6,0.0,17.4,132.0,136.0,402.0,389.0,
24,65,35.0,16.0,3.0,650.0,1000.0,,,0.7,0.5,1.0,0.8,645.0,656.0,905.0,907.0,
25,65,20.0,16.0,6.0,650.0,1000.0,,,1.8,0.6,2.4,1.2,698.0,694.0,979.0,961.0,
26,45,30.0,16.0,17.0,400.0,750.0,,,4.8,2.0,7.0,3.2,488.0,486.0,768.0,764.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,4.1,2.3,6.4,3.2,46.0,41.0,300.0,301.0,
28,41,37.0,8.0,16.0,0.0,600.0,,,6.4,0.0,9.6,0.0,53.0,56.0,328.0,324.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,2.0,1.6,3.3,2.1,131.0,114.0,381.0,389.0,
30,40,60.0,16.0,21.0,0.0,600.0,,,4.7,3.7,7.2,5.4,171.0,180.0,448.0,443.0,
31,31,52.0,16.0,27.0,0.0,600.0,,,6.6,4.2,9.5,6.7,94.0,78.0,349.0,345.0,
32,35,69.0,8.0,23.0,650.0,1000.0,,,9.2,0.0,13.8,0.0,575.0,585.0,855.0,861.0,
33,53,52.0,16.0,11.0,0.0,600.0,,,2.6,1.8,4.0,2.6,17.0,1.0,284.0,269.0,
34,65,55.0,8.0,14.0,400.0,750.0,,,5.6,0.0,8.4,0.0,447.0,452.0,692.0,693.0,
35,63,65.0,16.0,8.0,650.0,1000.0,,,1.9,1.3,3.3,1.5,615.0,615.0,889.0,893.0,
36,2,60.0,8.0,5.0,0.0,600.0,,,2.0,0.0,3.0,0.0,19.0,34.0,288.0,285.0,
37,20,20.0,16.0,8.0,400.0,750.0,,,2.2,1.0,3.0,1.8,523.0,526.0,778.0,778.0,
38,5,5.0,8.0,16.0,0.0,600.0,,,6.4,0.0,9.6,0.0,221.0,231.0,497.0,494.0,
39,60,12.0,16.0,31.0,0.0,600.0,,,7.4,5.0,10.6,8.0,30.0,25.0,281.0,278.0,
40,40,25.0,8.0,9.0,0.0,600.0,,,0.0,3.6,0.0,5.4,279.0,260.0,522.0,529.0,
41,42,7.0,16.0,5.0,0.0,600.0,,,1.4,0.6,1.5,1.5,311.0,310.0,589.0,587.0,
42,24,12.0,8.0,5.0,0.0,600.0,,,0.0,2.0,0.0,3.0,9.0,15.0,276.0,276.0,
43,23,3.0,8.0,7.0,400.0,750.0,,,2.8,0.0,4.2,0.0,535.0,530.0,805.0,800.0,
44,11,14.0,16.0,18.0,0.0,600.0,,,4.5,2.7,6.0,4.8,160.0,154.0,416.0,419.0,
45,6,38.0,8.0,16.0,0.0,600.0,,,6.4,0.0,9.6,0.0,17.0,18.0,291.0,287.0,
46,2,48.0,8.0,1.0,400.0,750.0,,,0.4,0.0,0.6,0.0,438.0,431.0,706.0,712.0,
47,8,56.0,16.0,27.0,0.0,600.0,,,6.4,4.4,9.8,6.4,32.0,33.0,311.0,300.0,
48,13,52.0,8.0,36.0,650.0,1000.0,,,0.0,14.4,0.0,21.6,707.0,711.0,981.0,962.0,
49,6,68.0,16.0,30.0,400.0,750.0,,,7.5,4.5,11.6,6.4,389.0,382.0,647.0,658.0,
50,47,47.0,16.0,13.0,400.0,750.0,,,3.5,1.7,5.0,2.8,469.0,455.0,733.0,730.0,
51,49,58.0,8.0,10.0,0.0,600.0,,,0.0,4.0,0.0,6.0,270.0,276.0,524.0,521.0,
52,27,43.0,8.0,9.0,0.0,600.0,,,0.0,3.6,0.0,5.4,100.0,94.0,378.0,358.0,
53,37,31.0,8.0,14.0,0.0,600.0,,,5.6,0.0,8.4,0.0,311.0,311.0,584.0,585.0,
54,57,29.0,16.0,18.0,400.0,750.0,,,4.5,2.7,6.5,4.3,567.0,558.0,810.0,832.0,
55,63,23.0,8.0,2.0,400.0,750.0,,,0.8,0.0,1.2,0.0,536.0,560.0,805.0,815.0,
56,53,12.0,16.0,6.0,400.0,750.0,,,1.5,0.9,2.1,1.5,500.0,495.0,763.0,762.0,
57,32,12.0,8.0,7.0,0.0,600.0,,,2.8,0.0,4.2,0.0,347.0,345.0,596.0,598.0,
58,36,26.0,16.0,18.0,650.0,1000.0,,,4.1,3.1,6.8,4.0,716.0,739.0,982.0,985.0,
59,21,24.0,16.0,28.0,0.0,600.0,,,6.5,4.7,11.3,5.5,13.0,1.0,257.0,281.0,
60,17,34.0,16.0,3.0,650.0,1000.0,,,0.8,0.4,1.1,0.7,653.0,669.0,932.0,926.0,
61,12,24.0,8.0,13.0,0.0,600.0,,,5.2,0.0,7.8,0.0,195.0,190.0,469.0,462.0,
62,24,58.0,8.0,19.0,0.0,600.0,,,0.0,7.6,0.0,11.4,90.0,107.0,359.0,360.0,
63,27,69.0,8.0,10.0,0.0,600.0,,,4.0,0.0,6.0,0.0,23.0,31.0,275.0,283.0,
64,15,77.0,8.0,9.0,0.0,600.0,,,3.6,0.0,5.4,0.0,153.0,152.0,417.0,415.0,
65,62,77.0,16.0,20.0,0.0,600.0,,,5.7,2.3,7.0,5.0,42.0,26.0,302.0,291.0,
66,49,73.0,8.0,25.0,400.0,750.0,,,0.0,10.0,0.0,15.0,519.0,522.0,776.0,787.0,
67,67,5.0,8.0,25.0,0.0,600.0,,,10.0,0.0,15.0,0.0,206.0,221.0,476.0,469.0,
68,56,39.0,16.0,36.0,400.0,750.0,,,7.7,6.7,15.1,6.5,558.0,555.0,823.0,835.0,
69,37,47.0,16.0,6.0,0.0,600.0,,,1.6,0.8,2.1,1.5,84.0,98.0,360.0,351.0,
70,37,56.0,8.0,5.0,650.0,1000.0,,,2.0,0.0,3.0,0.0,725.0,716.0,985.0,968.0,
71,57,68.0,8.0,15.0,0.0,600.0,,,0.0,6.0,0.0,9.0,198.0,180.0,460.0,462.0,
72,47,16.0,16.0,25.0,0.0,600.0,,,5.4,4.6,9.0,6.0,22.0,21.0,280.0,268.0,
73,44,17.0,16.0,9.0,0.0,600.0,,,2.6,1.0,3.1,2.3,210.0,221.0,488.0,477.0,
74,46,13.0,8.0,8.0,650.0,1000.0,,,0.0,3.2,0.0,4.8,616.0,609.0,867.0,870.0,
75,49,11.0,16.0,18.0,0.0,600.0,,,5.1,2.1,6.5,4.3,170.0,166.0,434.0,421.0,
76,49,42.0,8.0,13.0,0.0,600.0,,,0.0,5.2,0.0,7.8,211.0,208.0,476.0,461.0,
77,53,43.0,8.0,14.0,650.0,1000.0,,,5.6,0.0,8.4,0.0,715.0,713.0,980.0,992.0,
78,61,52.0,16.0,3.0,0.0,600.0,,,0.8,0.4,1.3,0.5,320.0,302.0,579.0,579.0,
79,57,48.0,8.0,23.0,0.0,600.0,,,9.2,0.0,13.8,0.0,294.0,304.0,568.0,551.0,
80,56,37.0,8.0,6.0,650.0,1000.0,,,0.0,2.4,0.0,3.6,706.0,727.0,991.0,980.0,
81,55,54.0,16.0,26.0,0.0,600.0,,,6.1,4.3,9.6,6.0,293.0,307.0,566.0,558.0,
82,15,47.0,8.0,16.0,0.0,600.0,,,0.0,6.4,0.0,9.6,93.0,100.0,357.0,356.0,
83,14,37.0,8.0,11.0,0.0,600.0,,,0.0,4.4,0.0,6.6,49.0,53.0,299.0,310.0,
