CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,123.0,120.0,197.0,192.0,
2,22,75.0,24.0,30.0,0.0,144.0,,,5.5,3.8,2.7,0.0,7.8,6.5,3.8,0.0,32.0,25.0,103.0,101.0,
3,22,85.0,24.0,10.0,96.0,180.0,,,2.2,1.5,0.0,0.2,3.2,2.7,0.0,0.2,99.0,96.0,148.0,149.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,13.8,0.0,0.0,2.2,21.5,0.0,0.0,2.5,66.0,63.0,194.0,203.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,0.0,6.9,0.0,1.1,0.0,8.8,0.0,3.2,37.0,40.0,114.0,120.0,
6,18,75.0,24.0,20.0,0.0,144.0,,,4.5,3.2,0.0,0.2,5.7,4.7,0.0,1.5,54.0,48.0,171.0,164.0,
7,15,75.0,24.0,20.0,0.0,144.0,,,3.5,2.6,1.9,0.0,5.6,4.0,2.5,0.0,64.0,68.0,121.0,119.0,
8,15,80.0,32.0,10.0,0.0,144.0,,,1.7,1.3,0.7,0.4,2.7,2.4,0.8,0.1,49.0,48.0,156.0,155.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,46.0,42.0,166.0,163.0,
10,10,40.0,32.0,30.0,96.0,180.0,,,5.0,4.2,2.0,0.8,7.5,5.7,3.2,1.6,88.0,84.0,181.0,184.0,
11,8,40.0,32.0,40.0,0.0,144.0,,,6.8,5.2,2.4,1.6,11.1,7.1,4.8,1.0,24.0,31.0,152.0,158.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,49.0,49.0,111.0,111.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,49.0,58.0,191.0,197.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,31.0,120.0,117.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,34.0,33.0,166.0,169.0,
16,0,40.0,24.0,20.0,0.0,144.0,,,0.0,4.6,2.5,0.9,0.0,7.2,3.8,1.0,55.0,57.0,117.0,115.0,
17,0,45.0,8.0,20.0,0.0,144.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,52.0,54.0,196.0,201.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,0.0,7.0,0.0,1.0,0.0,11.1,0.0,0.9,74.0,74.0,127.0,127.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,55.0,55.0,118.0,117.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,0.0,2.3,1.7,0.0,0.0,3.9,2.1,0.0,110.0,108.0,165.0,163.0,
21,40,5.0,32.0,10.0,0.0,144.0,,,1.8,1.3,0.5,0.4,2.3,2.1,1.0,0.6,50.0,50.0,111.0,115.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,48.0,48.0,160.0,167.0,
23,38,5.0,32.0,30.0,0.0,144.0,,,5.8,4.0,1.7,0.5,8.4,4.9,4.3,0.5,33.0,38.0,171.0,173.0,
24,38,15.0,16.0,10.0,96.0,180.0,,,3.8,0.0,0.0,0.2,5.1,0.0,0.0,0.9,128.0,123.0,200.0,195.0,
