CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,51.0,22.0,765.0,750.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,7.0,5.0,10.1,7.9,7.0,6.0,698.0,682.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,2.1,1.9,4.1,1.9,896.0,875.0,1582.0,1613.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,2.6,1.4,3.2,2.8,1010.0,1015.0,1701.0,1686.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,4.0,2.0,674.0,701.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,5.3,2.7,7.0,5.0,198.0,206.0,933.0,907.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,4.7,3.3,7.5,4.5,800.0,769.0,1528.0,1477.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,5.1,2.9,7.1,4.9,2585.0,2589.0,3291.0,3311.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,2.5,1.5,3.8,2.2,2361.0,2321.0,3027.0,3049.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,0.0,4.0,0.0,6.0,2545.0,2491.0,3229.0,3199.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,0.0,4.0,0.0,6.0,2425.0,2426.0,3137.0,3158.0,
12,25,85.0,16.0,20.0,1356.0,2542.5,,,4.4,3.6,7.5,4.5,1838.0,1826.0,2532.0,2538.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,7.4,4.6,12.6,5.4,2154.0,2158.0,2859.0,2835.0,
14,22,85.0,16.0,10.0,1356.0,2542.5,,,2.5,1.5,3.4,2.6,1740.0,1775.0,2458.0,2481.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,11.5,4.5,16.5,7.5,1944.0,1960.0,2669.0,2659.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,24.0,1640.0,1634.0,2383.0,2367.0,
