CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,624.0,960.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,661.0,671.0,796.0,798.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,7.5,0.0,4.5,0.0,12.5,0.0,5.5,0.0,143.0,140.0,274.0,284.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,0.0,2.2,1.8,0.0,0.0,4.0,2.0,0.0,471.0,464.0,596.0,596.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,641.0,640.0,776.0,767.0,
5,20,85.0,32.0,20.0,0.0,576.0,,,3.5,2.8,1.4,0.4,5.0,3.7,2.1,1.2,73.0,69.0,200.0,195.0,
6,18,75.0,24.0,20.0,0.0,576.0,,,4.2,3.3,0.0,0.5,6.3,4.5,0.0,1.2,380.0,384.0,519.0,517.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,290.0,300.0,428.0,423.0,
8,15,80.0,32.0,10.0,0.0,576.0,,,1.7,1.1,0.9,0.4,2.4,2.1,1.2,0.4,366.0,364.0,493.0,490.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,0.0,0.0,5.2,2.8,0.0,0.0,8.8,3.2,364.0,367.0,492.0,503.0,
10,10,40.0,32.0,30.0,384.0,720.0,,,5.1,4.3,2.3,0.3,7.3,5.8,3.3,1.5,510.0,517.0,651.0,648.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,12.3,0.0,0.0,3.7,19.2,0.0,0.0,4.8,184.0,189.0,327.0,323.0,
12,8,45.0,32.0,20.0,0.0,576.0,,,3.9,2.5,1.1,0.5,5.7,4.2,1.9,0.3,222.0,211.0,343.0,346.0,
13,5,35.0,8.0,10.0,624.0,960.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,642.0,652.0,777.0,775.0,
14,5,45.0,32.0,10.0,0.0,576.0,,,1.6,1.4,0.5,0.4,2.4,1.9,0.9,0.7,35.0,35.0,167.0,162.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,5.8,0.0,2.2,0.0,8.8,0.0,3.2,0.0,167.0,163.0,302.0,303.0,
16,0,40.0,32.0,20.0,0.0,576.0,,,3.4,2.2,1.4,0.9,5.3,4.1,1.5,1.1,247.0,244.0,387.0,376.0,
17,0,45.0,24.0,20.0,624.0,960.0,,,5.6,0.0,1.7,0.7,7.3,0.0,3.3,1.4,691.0,699.0,825.0,827.0,
18,44,5.0,32.0,20.0,0.0,576.0,,,3.6,2.1,1.7,0.5,4.8,3.9,2.1,1.2,332.0,328.0,465.0,461.0,
19,42,10.0,24.0,40.0,0.0,576.0,,,0.0,8.2,4.9,2.9,0.0,13.7,9.2,1.1,250.0,254.0,384.0,384.0,
20,42,15.0,8.0,10.0,384.0,720.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,534.0,531.0,669.0,661.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,3.2,0.0,0.8,0.0,4.4,0.0,1.6,0.0,215.0,204.0,339.0,338.0,
22,40,15.0,32.0,40.0,0.0,576.0,,,7.0,4.4,3.3,1.4,10.2,7.9,3.9,2.0,370.0,370.0,504.0,495.0,
23,38,5.0,32.0,30.0,0.0,576.0,,,5.1,3.8,2.2,0.9,7.9,6.3,3.3,0.5,195.0,189.0,330.0,326.0,
24,38,15.0,32.0,10.0,624.0,960.0,,,1.9,1.2,0.8,0.1,2.7,1.9,1.3,0.1,679.0,673.0,809.0,809.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,776.0,775.0,912.0,906.0,
26,95,30.0,8.0,30.0,384.0,720.0,,,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,522.0,520.0,655.0,654.0,
27,95,35.0,8.0,20.0,0.0,576.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,144.0,134.0,269.0,266.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,3.4,0.0,0.0,0.6,5.7,0.0,0.0,0.3,138.0,142.0,281.0,277.0,
29,90,35.0,8.0,10.0,0.0,576.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,190.0,186.0,326.0,319.0,
30,88,30.0,8.0,10.0,0.0,576.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,234.0,238.0,368.0,368.0,
31,88,35.0,24.0,20.0,0.0,576.0,,,4.4,2.6,0.0,1.0,6.7,4.3,0.0,1.0,159.0,158.0,294.0,287.0,
32,87,30.0,24.0,10.0,624.0,960.0,,,2.2,1.4,0.0,0.4,3.7,2.0,0.0,0.3,618.0,614.0,752.0,747.0,
33,85,25.0,8.0,10.0,0.0,576.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,68.0,73.0,210.0,207.0,
34,85,35.0,16.0,30.0,384.0,720.0,,,0.0,7.3,4.7,0.0,0.0,11.8,6.2,0.0,485.0,479.0,613.0,617.0,
35,67,85.0,32.0,20.0,624.0,960.0,,,3.3,2.7,1.6,0.4,6.0,3.4,2.1,0.4,654.0,655.0,781.0,783.0,
36,65,85.0,16.0,40.0,0.0,576.0,,,0.0,0.0,10.0,6.0,0.0,0.0,14.2,9.8,32.0,34.0,163.0,163.0,
37,65,82.0,16.0,10.0,384.0,720.0,,,2.1,1.9,0.0,0.0,3.6,2.4,0.0,0.0,547.0,548.0,688.0,687.0,
38,62,80.0,32.0,30.0,0.0,576.0,,,4.5,3.9,2.5,1.0,8.3,5.7,2.9,1.1,266.0,275.0,404.0,409.0,
39,60,80.0,8.0,10.0,0.0,576.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,59.0,59.0,191.0,187.0,
40,60,85.0,8.0,30.0,0.0,576.0,,,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,321.0,327.0,449.0,454.0,
41,58,75.0,24.0,20.0,0.0,576.0,,,4.9,0.0,2.1,1.0,8.1,0.0,2.2,1.6,371.0,376.0,506.0,498.0,
42,55,80.0,32.0,10.0,0.0,576.0,,,1.5,1.5,0.8,0.2,2.7,1.4,1.2,0.7,21.0,32.0,162.0,160.0,
43,55,85.0,16.0,20.0,384.0,720.0,,,0.0,0.0,5.5,2.5,0.0,0.0,10.5,1.5,571.0,574.0,694.0,695.0,
44,55,82.0,8.0,10.0,0.0,576.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,208.0,215.0,338.0,343.0,
45,20,82.0,32.0,10.0,0.0,576.0,,,1.9,1.3,0.7,0.1,3.0,1.7,0.9,0.5,26.0,37.0,168.0,164.0,
46,18,80.0,8.0,10.0,384.0,720.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,481.0,489.0,617.0,616.0,
47,2,45.0,32.0,10.0,0.0,576.0,,,1.5,1.3,0.8,0.4,2.3,1.9,1.4,0.5,99.0,105.0,229.0,230.0,
48,42,5.0,24.0,10.0,624.0,960.0,,,1.9,1.7,0.0,0.4,3.2,2.1,0.0,0.7,724.0,727.0,852.0,858.0,
49,42,12.0,32.0,10.0,0.0,576.0,,,2.0,1.2,0.7,0.1,2.4,2.1,1.0,0.5,440.0,435.0,564.0,564.0,
50,72,35.0,32.0,30.0,384.0,720.0,,,4.6,4.1,2.4,1.0,8.7,5.6,2.8,1.0,506.0,497.0,632.0,635.0,
51,55,20.0,8.0,19.0,0.0,576.0,,,7.6,0.0,0.0,0.0,11.4,0.0,0.0,0.0,314.0,322.0,451.0,458.0,
52,25,30.0,24.0,3.0,0.0,576.0,,,0.6,0.0,0.4,0.2,1.2,0.0,0.4,0.2,173.0,165.0,297.0,298.0,
53,20,50.0,8.0,5.0,0.0,576.0,,,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,370.0,368.0,499.0,502.0,
54,55,60.0,32.0,16.0,384.0,720.0,,,2.7,2.1,1.2,0.5,4.5,2.9,2.0,0.2,596.0,596.0,730.0,726.0,
55,30,60.0,32.0,16.0,384.0,720.0,,,2.7,2.1,1.1,0.5,4.1,2.8,1.7,1.0,599.0,590.0,726.0,731.0,
56,50,35.0,32.0,19.0,384.0,720.0,,,3.7,2.2,1.1,0.6,4.9,3.3,2.4,0.9,555.0,548.0,684.0,686.0,
57,30,25.0,16.0,23.0,0.0,576.0,,,0.0,7.4,0.0,1.8,0.0,11.2,0.0,2.6,390.0,386.0,520.0,523.0,
58,15,10.0,24.0,20.0,624.0,960.0,,,3.5,2.7,1.9,0.0,5.9,3.8,2.4,0.0,780.0,771.0,913.0,910.0,
59,10,20.0,32.0,19.0,0.0,576.0,,,3.9,2.0,1.4,0.3,5.3,3.5,1.7,0.9,31.0,41.0,165.0,167.0,
60,15,60.0,32.0,17.0,624.0,960.0,,,2.9,2.1,1.1,0.7,4.2,3.1,1.9,0.9,690.0,688.0,826.0,818.0,
61,45,65.0,8.0,9.0,0.0,576.0,,,0.0,0.0,3.6,0.0,0.0,0.0,5.4,0.0,258.0,250.0,388.0,381.0,
62,65,35.0,8.0,3.0,0.0,576.0,,,0.0,0.0,1.2,0.0,0.0,0.0,1.8,0.0,167.0,157.0,297.0,297.0,
63,65,20.0,16.0,6.0,0.0,576.0,,,1.3,1.1,0.0,0.0,1.9,1.7,0.0,0.0,37.0,30.0,171.0,167.0,
