CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,214.0,199.0,567.0,571.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,8.4,3.6,12.7,5.3,115.0,125.0,483.0,483.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,1071.0,1087.0,1422.0,1425.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,1181.0,1161.0,1524.0,1530.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,2.8,1.2,3.8,2.2,14.0,3.0,352.0,360.0,
6,16,42.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,404.0,410.0,758.0,755.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,5.1,2.9,6.7,5.3,969.0,962.0,1343.0,1326.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,5.6,2.4,6.5,5.5,2777.0,2795.0,3146.0,3137.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,2.7,1.3,4.3,1.7,2503.0,2492.0,2867.0,2846.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2701.0,2681.0,3058.0,3040.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,2.5,1.5,3.5,2.5,2586.0,2611.0,2956.0,2944.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,8.0,0.0,12.0,0.0,2010.0,2007.0,2390.0,2382.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,8.4,3.6,11.1,6.9,2295.0,2299.0,2649.0,2668.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,4.0,0.0,6.0,0.0,1925.0,1945.0,2290.0,2288.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,16.0,0.0,24.0,0.0,2132.0,2113.0,2478.0,2474.0,
16,20,85.0,16.0,40.0,1356.0,2542.5,,,8.5,7.5,14.4,9.6,1833.0,1823.0,2185.0,2174.0,
17,18,75.0,8.0,20.0,2203.5,3390.0,,,0.0,8.0,0.0,12.0,2200.0,2226.0,2576.0,2565.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,12.0,0.0,1640.0,1645.0,1988.0,1985.0,
19,15,80.0,8.0,10.0,1356.0,2542.5,,,0.0,4.0,0.0,6.0,1756.0,1749.0,2096.0,2083.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,2.6,1.4,4.0,2.0,6.0,2.0,362.0,354.0,
21,30,56.0,16.0,20.0,2203.5,3390.0,,,4.5,3.5,6.3,5.7,2880.0,2876.0,3252.0,3228.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,7.0,10.0,352.0,363.0,
23,14,66.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,1539.0,1543.0,1908.0,1909.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,30.0,25.0,371.0,364.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,0.0,16.0,0.0,24.0,2411.0,2424.0,2762.0,2754.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,
