CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,5.5,4.5,879.0,1000.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,0.0,30.0,802.0,899.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,5.9,4.1,8.0,194.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,0.0,10.0,688.0,818.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,5.3,4.7,10.0,126.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,0.0,20.0,569.0,756.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,14.8,5.2,138.0,258.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,10.6,9.4,213.0,367.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,5.5,4.5,486.0,654.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,10.0,0.0,321.0,438.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,6.6,3.4,413.0,539.0,
12,25,85.0,16.0,20.0,494.4,927.0,,,11.1,8.9,603.0,757.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,19.6,10.4,27.0,161.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,6.0,4.0,541.0,654.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,28.2,11.8,357.0,452.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,40.0,0.0,445.0,561.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,0.0,20.0,68.0,177.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,0.0,20.0,137.0,300.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,7.0,3.0,235.0,382.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,6.4,3.6,0.0,141.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,13.2,6.8,877.0,1000.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,0.0,20.0,767.0,921.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,0.0,10.0,705.0,808.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,10.0,191.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,22.8,17.2,136.0,251.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
