CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,32.0,10.0,0.0,2034.0,,,1.6,1.2,0.8,0.4,2.8,1.7,1.1,0.4,38.0,17.0,762.0,727.0,
2,45,70.0,24.0,30.0,0.0,2034.0,,,7.7,0.0,2.5,1.8,11.5,0.0,3.6,2.9,17.0,0.0,716.0,696.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,3.2,0.0,0.0,0.8,5.0,0.0,0.0,1.0,888.0,916.0,1568.0,1576.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,0.0,3.6,0.0,0.4,0.0,4.7,0.0,1.3,997.0,967.0,1702.0,1678.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,11.0,7.0,665.0,658.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,4.7,3.3,0.0,0.0,7.5,4.5,0.0,0.0,241.0,240.0,897.0,927.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,5.3,0.0,2.7,0.0,8.8,0.0,3.2,0.0,806.0,796.0,1497.0,1516.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,0.0,4.9,3.1,0.0,0.0,8.4,3.6,0.0,2617.0,2616.0,3325.0,3303.0,
9,28,70.0,24.0,10.0,2203.5,3390.0,,,2.7,0.0,1.0,0.3,4.2,0.0,1.7,0.1,2312.0,2332.0,3048.0,3025.0,
10,35,66.0,24.0,10.0,2203.5,3390.0,,,2.1,1.4,0.0,0.5,3.1,2.1,0.0,0.8,2525.0,2517.0,3212.0,3194.0,
