CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,0.0,741.6,,,7.1,2.9,0.0,1176.0,
2,45,70.0,16.0,30.0,0.0,741.6,,,16.4,13.6,0.0,1232.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,6.7,3.3,0.0,1140.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,6.3,3.7,721.0,787.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,6.9,3.1,0.0,1136.0,
6,40,69.0,16.0,20.0,0.0,741.6,,,11.0,9.0,615.0,707.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,13.0,7.0,0.0,1176.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,11.4,8.6,252.0,325.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,0.0,10.0,530.0,610.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,10.0,0.0,354.0,413.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,6.0,4.0,447.0,505.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,11.8,8.2,0.0,1179.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,21.1,8.9,28.0,97.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,5.6,4.4,0.0,1116.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,40.0,0.0,379.0,431.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,24.2,15.8,0.0,1198.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,0.0,20.0,99.0,151.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,12.0,8.0,0.0,1154.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,6.4,3.6,0.0,1129.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,6.1,3.9,0.0,1149.0,
21,30,52.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1234.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,11.0,9.0,810.0,888.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,0.0,10.0,729.0,780.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1160.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,23.6,16.4,167.0,228.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
