CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,96.0,180.0,,,12.8,7.2,130.0,191.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,20.2,9.8,30.0,95.0,
3,22,85.0,16.0,10.0,96.0,180.0,,,7.0,3.0,88.0,154.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,40.0,0.0,120.0,192.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,11.9,8.1,37.0,103.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,12.1,7.9,80.0,146.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,13.0,7.0,59.0,127.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,5.2,4.8,71.0,138.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,12.2,7.8,70.0,139.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,20.1,9.9,103.0,164.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,40.0,0.0,44.0,107.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,20.0,0.0,47.0,113.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,10.0,0.0,123.0,187.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,10.0,0.0,31.0,98.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,39.0,104.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,20.0,53.0,121.0,
17,0,45.0,16.0,20.0,96.0,180.0,,,11.4,8.6,126.0,194.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,11.5,8.5,66.0,133.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,0.0,40.0,56.0,122.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,0.0,10.0,103.0,172.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,7.0,3.0,52.0,118.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,23.4,16.6,74.0,140.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,0.0,30.0,46.0,115.0,
24,38,15.0,16.0,10.0,96.0,180.0,,,6.0,4.0,128.0,194.0,
25,35,5.0,16.0,20.0,96.0,180.0,,,13.0,7.0,122.0,190.0,
26,95,30.0,8.0,30.0,96.0,180.0,,,0.0,30.0,97.0,162.0,
