CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,384.0,720.0,,,0.0,8.0,0.0,12.0,425.0,414.0,915.0,933.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,0.0,12.0,0.0,18.0,6.0,3.0,533.0,530.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,0.0,4.0,0.0,6.0,248.0,278.0,790.0,784.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,16.0,0.0,24.0,0.0,674.0,672.0,735.0,738.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,4.7,3.3,8.6,3.4,30.0,17.0,535.0,568.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,5.6,2.4,7.8,4.2,389.0,387.0,511.0,510.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,109.0,120.0,640.0,606.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,396.0,392.0,460.0,459.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,395.0,396.0,465.0,461.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,12.0,0.0,18.0,529.0,529.0,629.0,628.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,220.0,221.0,285.0,287.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,5.1,2.9,6.7,5.3,35.0,7.0,544.0,549.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,2.4,1.6,3.8,2.2,677.0,680.0,749.0,743.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,2.4,1.6,3.8,2.2,22.0,23.0,385.0,397.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,4.1,3.9,6.7,5.3,198.0,200.0,266.0,270.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,4.6,3.4,8.1,3.9,200.0,190.0,431.0,429.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,8.0,0.0,12.0,0.0,685.0,691.0,836.0,831.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.2,2.8,7.9,4.1,302.0,298.0,485.0,500.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,11.4,4.6,14.5,9.5,189.0,188.0,432.0,447.0,
20,42,15.0,8.0,10.0,384.0,720.0,,,4.0,0.0,6.0,0.0,488.0,485.0,716.0,707.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,2.8,1.2,3.4,2.6,10.0,37.0,564.0,560.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,8.5,7.5,15.0,9.0,380.0,383.0,487.0,489.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,0.0,12.0,0.0,18.0,230.0,231.0,291.0,295.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,2.2,1.8,3.8,2.2,583.0,604.0,893.0,892.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,8.0,0.0,12.0,815.0,821.0,884.0,886.0,
26,95,30.0,16.0,30.0,384.0,720.0,,,7.5,4.5,10.9,7.1,311.0,329.0,869.0,868.0,
27,95,35.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,133.0,137.0,274.0,274.0,
28,92,30.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,60.0,76.0,360.0,360.0,
29,90,35.0,16.0,10.0,0.0,576.0,,,2.2,1.8,3.9,2.1,113.0,111.0,391.0,391.0,
30,88,30.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,247.0,250.0,365.0,368.0,
31,88,35.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,12.0,15.0,530.0,535.0,
32,87,30.0,16.0,10.0,624.0,960.0,,,2.4,1.6,4.2,1.8,542.0,546.0,819.0,799.0,
33,85,25.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,66.0,66.0,210.0,219.0,
34,85,35.0,16.0,30.0,384.0,720.0,,,8.0,4.0,10.1,7.9,288.0,281.0,827.0,814.0,
35,67,85.0,8.0,20.0,624.0,960.0,,,8.0,0.0,12.0,0.0,646.0,651.0,785.0,789.0,
36,65,85.0,8.0,40.0,0.0,576.0,,,16.0,0.0,24.0,0.0,30.0,41.0,186.0,191.0,
37,65,82.0,16.0,10.0,384.0,720.0,,,2.4,1.6,3.9,2.1,366.0,374.0,879.0,891.0,
38,62,80.0,16.0,30.0,0.0,576.0,,,7.7,4.3,11.6,6.4,303.0,307.0,374.0,371.0,
39,60,80.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,42.0,31.0,204.0,202.0,
40,60,85.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,331.0,332.0,445.0,439.0,
41,58,75.0,16.0,20.0,0.0,576.0,,,5.5,2.5,7.6,4.4,371.0,372.0,500.0,499.0,
42,55,80.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,33.0,32.0,169.0,177.0,
43,55,85.0,16.0,20.0,384.0,720.0,,,5.1,2.9,8.1,3.9,523.0,517.0,744.0,745.0,
44,55,82.0,16.0,10.0,0.0,576.0,,,2.4,1.6,3.4,2.6,241.0,244.0,312.0,307.0,
45,20,82.0,16.0,10.0,0.0,576.0,,,2.6,1.4,3.7,2.3,23.0,35.0,184.0,183.0,
46,18,80.0,8.0,10.0,384.0,720.0,,,4.0,0.0,6.0,0.0,427.0,432.0,676.0,669.0,
47,2,45.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,13.0,10.0,339.0,334.0,
48,42,5.0,8.0,10.0,384.0,720.0,,,4.0,0.0,6.0,0.0,382.0,408.0,920.0,935.0,
49,42,12.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,456.0,454.0,542.0,544.0,
50,72,35.0,8.0,30.0,384.0,720.0,,,12.0,0.0,18.0,0.0,296.0,327.0,821.0,815.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,
