CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,125.0,195.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,20.4,9.6,26.0,100.0,
3,22,85.0,16.0,10.0,96.0,180.0,,,6.0,4.0,98.0,147.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,40.0,0.0,63.0,204.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,12.4,7.6,40.0,118.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,12.7,7.3,46.0,168.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,12.1,7.9,69.0,118.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,0.0,10.0,56.0,160.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,14.2,5.8,47.0,161.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,20.4,9.6,87.0,178.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,23.3,16.7,22.0,158.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,13.5,6.5,47.0,108.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,5.5,4.5,55.0,201.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,10.0,0.0,31.0,118.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,28.0,167.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,12.0,8.0,54.0,117.0,
17,0,45.0,16.0,20.0,0.0,144.0,,,14.9,5.1,50.0,199.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,20.0,0.0,77.0,124.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,25.3,14.7,57.0,117.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,6.1,3.9,107.0,164.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,0.0,10.0,52.0,115.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,28.0,12.0,46.0,165.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,18.8,11.2,44.0,170.0,
24,38,15.0,8.0,10.0,96.0,180.0,,,0.0,10.0,124.0,195.0,
25,35,5.0,16.0,20.0,0.0,144.0,,,13.5,6.5,45.0,193.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
