CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,2.7,1.3,3.7,2.3,877.0,878.0,997.0,1003.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,7.2,4.8,11.8,6.2,801.0,799.0,902.0,896.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,22.0,18.0,186.0,199.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,2.6,1.4,4.4,1.6,692.0,693.0,814.0,812.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,2.6,1.4,3.6,2.4,15.0,12.0,130.0,127.0,
6,40,69.0,16.0,20.0,494.4,927.0,,,4.9,3.1,8.0,4.0,568.0,577.0,750.0,755.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,5.5,2.5,6.4,5.6,137.0,142.0,257.0,253.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,209.0,208.0,366.0,362.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,484.0,497.0,651.0,645.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.6,2.4,328.0,325.0,440.0,440.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,415.0,417.0,535.0,535.0,
12,25,85.0,16.0,20.0,494.4,927.0,,,5.3,2.7,7.4,4.6,605.0,609.0,768.0,759.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,25.0,28.0,164.0,167.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.7,2.3,530.0,537.0,653.0,647.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,362.0,357.0,453.0,458.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,438.0,439.0,555.0,555.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,66.0,72.0,173.0,181.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,137.0,128.0,292.0,300.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.9,2.1,231.0,230.0,388.0,385.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.7,2.3,6.0,10.0,142.0,141.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,0.0,8.0,0.0,12.0,879.0,883.0,999.0,992.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,8.0,0.0,12.0,0.0,766.0,766.0,919.0,922.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,3.0,1.0,4.0,2.0,708.0,702.0,804.0,800.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,2.9,1.1,4.0,2.0,20.0,14.0,199.0,189.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,11.3,4.7,15.8,8.2,132.0,142.0,259.0,258.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
