CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,2.5,1.5,0.0,0.0,3.4,2.6,0.0,0.0,0.0,0.0,3284.0,3285.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,3287.0,3309.0,
3,62,69.0,32.0,10.0,0.0,2034.0,,,1.7,1.4,0.6,0.3,2.5,1.7,1.2,0.6,0.0,0.0,3297.0,3340.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,0.0,2.7,1.3,0.0,0.0,3.5,2.5,0.0,1257.0,1254.0,1431.0,1422.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,3.8,0.0,0.0,0.2,4.9,0.0,0.0,1.1,0.0,0.0,3384.0,3334.0,
6,16,42.0,24.0,20.0,0.0,2034.0,,,4.9,0.0,2.3,0.7,7.4,0.0,3.4,1.2,0.0,0.0,3282.0,3352.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,0.0,0.0,7.4,0.6,0.0,0.0,8.2,3.8,0.0,0.0,3351.0,3363.0,
8,34,60.0,32.0,20.0,2203.5,3390.0,,,3.2,2.3,1.8,0.8,5.4,3.2,2.3,1.1,2880.0,2873.0,3053.0,3062.0,
9,28,70.0,32.0,10.0,2203.5,3390.0,,,1.7,1.2,0.6,0.5,2.8,1.8,1.1,0.3,2599.0,2589.0,2770.0,2762.0,
10,35,66.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3381.0,3377.0,
11,35,69.0,24.0,10.0,2203.5,3390.0,,,2.0,1.1,1.0,0.0,2.9,2.2,1.0,0.0,2688.0,2691.0,2874.0,2868.0,
12,25,85.0,32.0,20.0,0.0,2034.0,,,3.4,2.9,1.2,0.5,5.3,3.2,2.6,1.0,0.0,0.0,3366.0,3354.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,2402.0,2401.0,2575.0,2577.0,
14,22,85.0,24.0,10.0,0.0,2034.0,,,2.5,1.4,0.0,0.2,3.0,2.8,0.0,0.3,0.0,0.0,3279.0,3312.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,8.9,7.1,0.0,0.0,15.1,8.9,0.0,0.0,2206.0,2202.0,2386.0,2387.0,
16,20,85.0,8.0,40.0,0.0,2034.0,,,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3273.0,3307.0,
17,18,75.0,16.0,20.0,0.0,2034.0,,,0.0,0.0,4.3,3.7,0.0,0.0,11.2,0.8,0.0,0.0,3296.0,3344.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3301.0,3274.0,
19,15,80.0,16.0,10.0,0.0,2034.0,,,0.0,3.1,0.0,0.9,0.0,5.1,0.0,0.9,0.0,0.0,3348.0,3332.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3321.0,3377.0,
21,30,56.0,32.0,20.0,0.0,2034.0,,,3.6,2.6,1.2,0.7,5.4,4.1,2.4,0.2,0.0,0.0,3373.0,3352.0,
22,28,52.0,32.0,20.0,0.0,2034.0,,,3.5,2.9,1.6,0.1,4.9,3.9,2.1,1.1,0.0,0.0,3301.0,3355.0,
23,14,66.0,16.0,10.0,0.0,2034.0,,,2.7,0.0,1.3,0.0,3.8,0.0,2.2,0.0,1629.0,1635.0,1813.0,1815.0,
24,25,50.0,32.0,10.0,0.0,2034.0,,,1.7,1.1,0.9,0.2,2.5,1.8,1.1,0.7,0.0,0.0,3385.0,3357.0,
25,22,66.0,32.0,40.0,2203.5,3390.0,,,6.9,4.1,3.8,1.2,10.7,6.1,5.3,1.9,2492.0,2489.0,2667.0,2664.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,,,,,
