CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,52,75.0,8,0.5,0.0,2034.0
5,42,65.0,8,0.8,0.0,2034.0
7,58,70.0,8,3.5,0.0,2034.0
8,34,60.0,8,1.1,2203.5,3390.0
10,35,66.0,8,1.1,2203.5,3390.0
11,35,69.0,8,1.3,2203.5,3390.0
12,25,85.0,8,1.5,1356.0,2542.5
13,22,75.0,8,2.4,2203.5,3390.0
14,22,85.0,8,10.0,1356.0,2542.5
16,20,85.0,8,1.9,1356.0,2542.5
19,15,80.0,8,1.2000000000000002,1356.0,2542.5
22,28,52.0,8,2.9,0.0,2034.0
24,25,50.0,8,0.2,0.0,2034.0
26,8,62.0,8,0.8999999999999999,0.0,2034.0
28,4,55.0,8,20.0,0.0,2034.0
30,20,55.0,8,0.4,0.0,2034.0
32,10,40.0,8,30.0,0.0,2034.0
33,8,40.0,8,3.8,0.0,2034.0
35,5,35.0,8,1.8,0.0,2034.0
36,5,45.0,8,0.5,0.0,2034.0
37,2,40.0,8,2.1,0.0,2034.0
38,0,40.0,8,30.0,0.0,2034.0
39,0,45.0,8,20.0,0.0,2034.0
41,35,32.0,8,0.2,2203.5,3390.0
42,33,32.0,8,1.2,2203.5,3390.0
43,33,35.0,8,1.1,2203.5,3390.0
44,32,20.0,8,0.30000000000000004,1356.0,2542.5
45,30,30.0,8,2.0,1356.0,2542.5
47,30,35.0,8,0.6000000000000001,2203.5,3390.0
48,36,40.0,8,0.9,2203.5,3390.0
49,48,20.0,8,0.5,0.0,2034.0
50,26,32.0,8,2.0,1356.0,2542.5
51,25,30.0,8,0.6000000000000001,1356.0,2542.5
55,42,15.0,8,10.0,0.0,2034.0
56,40,5.0,8,3.5,0.0,2034.0
57,38,15.0,8,3.0,0.0,2034.0
58,38,5.0,8,6.5,0.0,2034.0
60,35,5.0,8,2.1,0.0,2034.0
65,44,25.0,8,1.2000000000000002,0.0,2034.0
68,42,30.0,8,1.8,0.0,2034.0
69,45,35.0,8,10.0,0.0,2034.0
70,95,30.0,8,30.0,2203.5,3390.0
71,95,35.0,8,1.5,1356.0,2542.5
72,53,30.0,8,0.9,0.0,2034.0
74,53,35.0,8,6.3,0.0,2034.0
76,90,35.0,8,0.5,1356.0,2542.5
77,72,45.0,8,0.4,2203.5,3390.0
78,78,40.0,8,1.3,2203.5,3390.0
80,85,25.0,8,0.6000000000000001,2203.5,3390.0
81,85,35.0,8,1.9,2203.5,3390.0
82,75,55.0,8,20.0,1356.0,2542.5
83,72,55.0,8,0.6,1356.0,2542.5
84,70,58.0,8,1.2,0.0,2034.0
85,86,46.0,8,30.0,1356.0,2542.5
87,64,46.0,8,1.8,2203.5,3390.0
88,65,60.0,8,1.8,0.0,2034.0
89,56,64.0,8,10.0,0.0,2034.0
91,60,60.0,8,1.4,0.0,2034.0
92,67,85.0,8,1.2,0.0,2034.0
93,42,58.0,8,3.6,0.0,2034.0
96,62,40.0,8,2.0,2203.5,3390.0
99,55,80.0,8,0.4,0.0,2034.0
101,40,50.0,0,0.0,0.0,0.0
capacity,700,,0,0.0,,
