CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,52,75.0,8,9.2,0.0,2034.0
2,45,70.0,16,30.0,0.0,2034.0
3,62,69.0,16,9.3,0.0,2034.0
4,60,66.0,8,10.0,0.0,2034.0
5,42,65.0,8,10.0,0.0,2034.0
6,16,42.0,24,19.299999999999997,0.0,2034.0
7,58,70.0,24,18.0,0.0,2034.0
8,34,60.0,24,18.5,2203.5,3390.0
9,28,70.0,16,8.5,2203.5,3390.0
10,35,66.0,24,9.4,2203.5,3390.0
11,35,69.0,24,9.399999999999999,2203.5,3390.0
12,25,85.0,8,20.0,1356.0,2542.5
14,22,85.0,16,8.7,1356.0,2542.5
15,20,80.0,24,40.0,1356.0,2542.5
16,20,85.0,24,37.400000000000006,1356.0,2542.5
17,18,75.0,16,18.8,2203.5,3390.0
18,15,75.0,16,17.6,1356.0,2542.5
19,15,80.0,24,10.000000000000002,1356.0,2542.5
20,30,50.0,8,10.0,0.0,2034.0
22,28,52.0,16,18.4,0.0,2034.0
23,14,66.0,16,10.0,1356.0,2542.5
24,25,50.0,16,10.0,0.0,2034.0
25,22,66.0,24,36.7,2203.5,3390.0
26,40,50.0,0,0.0,0.0,0.0
capacity,700,,0,0.0,,
