CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,8,2.5,624.0,960.0
2,22,75.0,8,2.6,0.0,576.0
3,22,85.0,8,1.9000000000000001,384.0,720.0
4,20,80.0,8,2.3,624.0,960.0
5,20,85.0,8,0.6,0.0,576.0
6,18,75.0,8,20.0,0.0,576.0
8,15,80.0,8,0.4,0.0,576.0
11,8,40.0,8,3.9,0.0,576.0
12,8,45.0,8,1.7000000000000002,0.0,576.0
15,2,40.0,8,1.0,0.0,576.0
18,44,5.0,8,3.9000000000000004,0.0,576.0
19,42,10.0,8,2.4000000000000004,0.0,576.0
22,40,15.0,8,9.1,0.0,576.0
25,35,5.0,8,2.9,624.0,960.0
28,92,30.0,8,1.4,0.0,576.0
30,88,30.0,8,0.6,0.0,576.0
31,88,35.0,8,1.4,0.0,576.0
32,87,30.0,8,0.7,624.0,960.0
34,85,35.0,8,2.3,384.0,720.0
37,65,82.0,8,1.5,384.0,720.0
38,62,80.0,8,3.9,0.0,576.0
39,60,80.0,8,0.7,0.0,576.0
41,58,75.0,8,2.4,0.0,576.0
42,55,80.0,8,1.4,0.0,576.0
43,55,85.0,8,2.3,384.0,720.0
44,55,82.0,8,0.8,0.0,576.0
45,20,82.0,8,1.0,0.0,576.0
48,42,5.0,8,2.3,624.0,960.0
49,42,12.0,8,10.0,384.0,720.0
50,72,35.0,8,2.0,384.0,720.0
51,55,20.0,8,19.0,0.0,576.0
52,25,30.0,8,0.2,0.0,576.0
53,20,50.0,8,0.2,0.0,576.0
55,30,60.0,8,1.4,384.0,720.0
59,10,20.0,8,3.0,0.0,576.0
60,15,60.0,8,2.8,624.0,960.0
61,45,65.0,8,0.8,0.0,576.0
62,65,35.0,8,0.1,0.0,576.0
65,35,40.0,8,16.0,0.0,576.0
70,35,69.0,8,3.1,624.0,960.0
72,63,65.0,8,0.4,0.0,576.0
73,2,60.0,8,0.30000000000000004,0.0,576.0
75,5,5.0,8,1.2,0.0,576.0
76,60,12.0,8,2.5,0.0,576.0
77,23,3.0,8,2.3,624.0,960.0
79,6,68.0,8,30.0,0.0,576.0
80,47,47.0,8,1.2,624.0,960.0
85,63,23.0,8,0.2,0.0,576.0
87,12,24.0,8,0.7999999999999999,0.0,576.0
89,67,5.0,8,1.5,624.0,960.0
91,49,42.0,8,0.9,624.0,960.0
92,53,43.0,8,0.7,0.0,576.0
93,61,52.0,8,0.1,624.0,960.0
95,56,37.0,8,0.8,0.0,576.0
98,26,52.0,8,0.4,0.0,576.0
99,26,35.0,8,15.0,0.0,576.0
100,31,67.0,8,0.6000000000000001,624.0,960.0
101,40,50.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
