CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,45,68.0,8,10.0,0.0,741.6
2,45,70.0,8,2.1,0.0,741.6
3,42,66.0,8,1.3,0.0,741.6
9,38,70.0,8,1.0,0.0,741.6
14,22,85.0,8,1.4,0.0,741.6
15,20,80.0,8,9.6,0.0,741.6
16,20,85.0,8,4.7,0.0,741.6
17,18,75.0,8,1.2000000000000002,0.0,741.6
19,15,80.0,8,10.0,0.0,741.6
21,30,52.0,8,2.0,0.0,741.6
22,28,52.0,8,1.8,0.0,741.6
23,28,55.0,8,0.7,494.4,927.0
24,25,50.0,8,0.4,0.0,741.6
25,25,52.0,8,2.8,0.0,741.6
26,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
