CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,8,1.1,624.0,960.0
2,22,75.0,8,4.1,0.0,576.0
3,22,85.0,8,0.8,384.0,720.0
4,20,80.0,8,3.0,624.0,960.0
6,18,75.0,8,7.0,0.0,576.0
7,15,75.0,8,2.5,0.0,576.0
8,15,80.0,8,0.8,0.0,576.0
9,10,35.0,8,1.7,0.0,576.0
10,10,40.0,8,2.3,384.0,720.0
11,8,40.0,8,2.5999999999999996,0.0,576.0
13,5,35.0,8,2.4,624.0,960.0
14,5,45.0,8,0.8,0.0,576.0
15,2,40.0,8,1.9000000000000001,0.0,576.0
16,0,40.0,8,4.1,0.0,576.0
17,0,45.0,8,1.4000000000000001,624.0,960.0
21,40,5.0,8,1.0,0.0,576.0
22,40,15.0,8,3.9000000000000004,0.0,576.0
23,38,5.0,8,1.8,0.0,576.0
24,38,15.0,8,0.4,624.0,960.0
25,35,5.0,8,20.0,624.0,960.0
26,40,50.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
