CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,52,75.0,8,0.8999999999999999,0.0,2034.0
2,45,70.0,8,3.1,0.0,2034.0
4,60,66.0,8,0.8999999999999999,0.0,2034.0
6,16,42.0,8,0.7,0.0,2034.0
8,34,60.0,8,3.3,2203.5,3390.0
9,28,70.0,8,0.8,2203.5,3390.0
11,35,69.0,8,0.7,2203.5,3390.0
13,22,75.0,8,0.5,2203.5,3390.0
14,22,85.0,8,1.3,0.0,2034.0
16,20,85.0,8,8.9,0.0,2034.0
19,15,80.0,8,0.8,0.0,2034.0
20,30,50.0,8,0.5,0.0,2034.0
22,28,52.0,8,5.5,0.0,2034.0
24,25,50.0,8,0.7,0.0,2034.0
25,22,66.0,8,4.0,2203.5,3390.0
26,40,50.0,0,0.0,0.0,0.0
capacity,700,,0,0.0,,
