CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,24,18.8,624.0,960.0
2,22,75.0,16,25.9,0.0,576.0
3,22,85.0,24,9.1,384.0,720.0
4,20,80.0,24,37.099999999999994,624.0,960.0
5,20,85.0,8,20.0,0.0,576.0
6,18,75.0,8,13.0,0.0,576.0
7,15,75.0,16,17.5,0.0,576.0
8,15,80.0,24,9.2,0.0,576.0
9,10,35.0,8,18.3,0.0,576.0
10,10,40.0,24,27.699999999999996,384.0,720.0
11,8,40.0,24,37.2,0.0,576.0
12,8,45.0,16,20.0,0.0,576.0
13,5,35.0,8,7.6,624.0,960.0
14,5,45.0,24,9.0,0.0,576.0
15,2,40.0,16,18.2,0.0,576.0
16,0,40.0,16,15.9,0.0,576.0
17,0,45.0,24,18.4,624.0,960.0
18,44,5.0,16,20.0,0.0,576.0
19,42,10.0,8,40.0,0.0,576.0
20,42,15.0,16,10.0,384.0,720.0
21,40,5.0,8,9.0,0.0,576.0
22,40,15.0,24,36.0,0.0,576.0
23,38,5.0,16,28.2,0.0,576.0
24,38,15.0,16,9.7,624.0,960.0
26,40,50.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
