CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,16,9.2,650.0,1000.0
2,35,17.0,16,7.0,0.0,600.0
3,55,45.0,8,13.0,400.0,750.0
4,55,20.0,24,19.1,650.0,1000.0
5,15,30.0,16,26.0,0.0,600.0
6,25,30.0,24,2.6999999999999997,0.0,600.0
8,10,43.0,16,8.1,0.0,600.0
9,55,60.0,16,16.0,0.0,600.0
10,30,60.0,16,15.0,400.0,750.0
11,20,65.0,16,12.0,0.0,600.0
12,50,35.0,24,18.0,0.0,600.0
13,30,25.0,24,22.9,650.0,1000.0
14,15,10.0,24,20.1,0.0,600.0
15,30,5.0,16,7.3,0.0,600.0
16,10,20.0,24,18.2,0.0,600.0
17,5,30.0,8,1.8,650.0,1000.0
18,20,40.0,16,10.6,0.0,600.0
19,15,60.0,24,16.099999999999998,0.0,600.0
21,45,20.0,16,10.6,0.0,600.0
22,45,10.0,16,15.700000000000001,0.0,600.0
23,55,5.0,16,26.6,0.0,600.0
24,65,35.0,8,3.0,400.0,750.0
25,65,20.0,16,6.0,400.0,750.0
26,45,30.0,16,14.0,400.0,750.0
27,35,40.0,24,16.0,0.0,600.0
28,41,37.0,24,15.3,0.0,600.0
29,64,42.0,16,8.1,0.0,600.0
30,40,60.0,24,20.9,0.0,600.0
31,31,52.0,8,27.0,0.0,600.0
32,35,69.0,16,20.9,650.0,1000.0
33,53,52.0,16,8.899999999999999,0.0,600.0
34,65,55.0,8,14.0,400.0,750.0
36,2,60.0,16,4.4,0.0,600.0
37,20,20.0,24,7.5,400.0,750.0
38,5,5.0,8,16.0,0.0,600.0
39,60,12.0,8,31.0,0.0,600.0
40,40,25.0,8,6.8999999999999995,0.0,600.0
41,42,7.0,24,4.4,0.0,600.0
42,24,12.0,24,4.699999999999999,0.0,600.0
43,23,3.0,24,7.000000000000001,400.0,750.0
44,11,14.0,16,18.0,0.0,600.0
45,6,38.0,16,14.4,0.0,600.0
46,2,48.0,24,1.0,400.0,750.0
47,8,56.0,24,25.1,0.0,600.0
48,13,52.0,24,36.099999999999994,650.0,1000.0
49,6,68.0,24,28.099999999999998,400.0,750.0
50,47,47.0,16,11.9,400.0,750.0
51,49,58.0,24,9.399999999999999,0.0,600.0
52,27,43.0,24,8.6,0.0,600.0
53,37,31.0,24,13.100000000000001,0.0,600.0
54,57,29.0,16,15.3,400.0,750.0
55,63,23.0,24,1.8,400.0,750.0
56,53,12.0,24,5.7,400.0,750.0
57,32,12.0,16,6.3999999999999995,0.0,600.0
58,36,26.0,8,13.0,650.0,1000.0
59,21,24.0,8,28.0,0.0,600.0
60,17,34.0,8,3.0,650.0,1000.0
61,12,24.0,8,13.0,0.0,600.0
62,24,58.0,24,18.2,0.0,600.0
63,27,69.0,24,9.600000000000001,0.0,600.0
64,15,77.0,16,9.0,0.0,600.0
65,62,77.0,24,18.8,0.0,600.0
66,49,73.0,24,23.9,400.0,750.0
67,67,5.0,24,23.2,0.0,600.0
68,56,39.0,24,34.1,400.0,750.0
69,37,47.0,16,6.0,0.0,600.0
70,37,56.0,16,5.0,400.0,750.0
72,47,16.0,16,25.0,0.0,600.0
73,44,17.0,24,8.0,0.0,600.0
74,46,13.0,16,6.8,650.0,1000.0
75,49,11.0,16,18.0,0.0,600.0
76,49,42.0,16,11.2,0.0,600.0
78,61,52.0,24,2.9000000000000004,0.0,600.0
79,57,48.0,24,22.900000000000002,0.0,600.0
80,56,37.0,8,4.699999999999999,650.0,1000.0
81,55,54.0,24,23.9,0.0,600.0
82,15,47.0,16,16.0,0.0,600.0
83,14,37.0,8,11.0,0.0,600.0
84,11,31.0,16,6.5,0.0,600.0
85,16,22.0,24,38.4,0.0,600.0
86,4,18.0,8,30.8,0.0,600.0
87,28,18.0,16,23.4,0.0,600.0
88,26,52.0,16,8.5,0.0,600.0
89,26,35.0,8,15.0,400.0,750.0
90,31,67.0,16,2.8,0.0,600.0
91,15,19.0,24,1.0,650.0,1000.0
92,22,22.0,24,1.7,0.0,600.0
93,18,24.0,16,19.900000000000002,400.0,750.0
94,26,27.0,8,27.0,0.0,600.0
95,25,24.0,8,20.0,0.0,600.0
96,22,27.0,8,9.8,400.0,750.0
97,25,21.0,8,8.9,400.0,750.0
98,19,21.0,16,10.0,0.0,600.0
99,20,26.0,24,8.4,0.0,600.0
100,18,18.0,8,17.0,400.0,750.0
101,35,35.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
