CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,45,68.0,8.0,10.0,803.4,1236.0
2,45,70.0,8.0,30.0,494.4,927.0
3,42,66.0,16.0,10.0,0.0,741.6
4,42,68.0,8.0,10.0,494.4,927.0
5,42,65.0,16.0,10.0,0.0,741.6
6,40,69.0,8.0,20.0,494.4,927.0
7,40,66.0,8.0,20.0,0.0,741.6
8,38,68.0,16.0,20.0,0.0,741.6
9,38,70.0,16.0,10.0,0.0,741.6
10,35,66.0,16.0,10.0,0.0,741.6
11,35,69.0,8.0,10.0,0.0,741.6
12,25,85.0,16.0,20.0,494.4,927.0
13,22,75.0,16.0,30.0,0.0,741.6
14,22,85.0,8.0,10.0,0.0,741.6
15,20,80.0,16.0,40.0,0.0,741.6
16,20,85.0,8.0,40.0,0.0,741.6
17,18,75.0,8.0,20.0,0.0,741.6
18,15,75.0,8.0,20.0,0.0,741.6
19,15,80.0,8.0,10.0,0.0,741.6
20,30,50.0,8.0,10.0,0.0,741.6
21,30,52.0,16.0,20.0,803.4,1236.0
22,28,52.0,16.0,20.0,494.4,927.0
23,28,55.0,8.0,10.0,494.4,927.0
24,25,50.0,16.0,10.0,0.0,741.6
25,25,52.0,8.0,40.0,0.0,741.6
26,40,50.0,0.0,0.0,0.0,0.0
capacity,200,,,,,
