CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
2,45,70.0,16,27.8,0.0,2034.0
3,62,69.0,24,9.7,0.0,2034.0
4,60,66.0,8,10.0,0.0,2034.0
5,42,65.0,24,9.0,0.0,2034.0
6,16,42.0,8,20.0,0.0,2034.0
7,58,70.0,16,18.299999999999997,0.0,2034.0
8,34,60.0,8,15.0,2203.5,3390.0
9,28,70.0,16,8.7,2203.5,3390.0
10,35,66.0,24,9.200000000000001,2203.5,3390.0
11,35,69.0,24,9.100000000000001,2203.5,3390.0
12,25,85.0,8,14.0,1356.0,2542.5
13,22,75.0,24,28.4,2203.5,3390.0
14,22,85.0,8,7.1000000000000005,1356.0,2542.5
15,20,80.0,16,40.0,1356.0,2542.5
18,15,75.0,24,17.7,0.0,2034.0
19,15,80.0,16,9.4,0.0,2034.0
21,30,56.0,16,20.0,2203.5,3390.0
22,28,52.0,8,20.0,0.0,2034.0
23,14,66.0,24,9.2,0.0,2034.0
24,25,50.0,16,9.1,0.0,2034.0
25,22,66.0,24,37.9,2203.5,3390.0
26,40,50.0,0,0.0,0.0,0.0
capacity,700,,0,0.0,,
