CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,8,0.5,149.5,230.0
2,35,17.0,8,7.0,0.0,138.0
3,55,45.0,8,13.0,0.0,138.0
4,55,20.0,8,1.3,92.0,172.5
5,15,30.0,8,4.2,0.0,138.0
8,10,43.0,8,0.7,0.0,138.0
9,55,60.0,8,0.7999999999999999,0.0,138.0
10,30,60.0,8,4.699999999999999,92.0,172.5
11,20,65.0,8,12.0,0.0,138.0
13,30,25.0,8,2.9000000000000004,149.5,230.0
14,15,10.0,8,6.9,0.0,138.0
16,10,20.0,8,1.6,0.0,138.0
17,5,30.0,8,0.2,149.5,230.0
18,20,40.0,8,1.0,0.0,138.0
20,45,65.0,8,0.6000000000000001,92.0,172.5
22,45,10.0,8,0.8,0.0,138.0
23,55,5.0,8,2.1,0.0,138.0
24,65,35.0,8,0.1,92.0,172.5
26,35,35.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
