CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,52,75.0,8,0.8999999999999999,0.0,2034.0
2,45,70.0,8,3.3000000000000003,0.0,2034.0
4,60,66.0,8,0.8999999999999999,0.0,2034.0
5,42,65.0,8,1.2999999999999998,0.0,2034.0
6,16,42.0,8,1.7000000000000002,0.0,2034.0
7,58,70.0,8,2.7,0.0,2034.0
10,35,66.0,8,0.5,2203.5,3390.0
12,25,85.0,8,0.5,1356.0,2542.5
15,20,80.0,8,40.0,1356.0,2542.5
16,20,85.0,8,3.2,1356.0,2542.5
19,15,80.0,8,0.5,0.0,2034.0
20,30,50.0,8,0.6,0.0,2034.0
21,30,56.0,8,1.3,2203.5,3390.0
23,14,66.0,8,0.9,0.0,2034.0
25,22,66.0,8,2.8,2203.5,3390.0
28,4,55.0,8,1.1,0.0,2034.0
30,20,55.0,8,1.6,0.0,2034.0
32,10,40.0,8,2.5999999999999996,0.0,2034.0
33,8,40.0,8,10.1,0.0,2034.0
34,8,45.0,8,3.4,0.0,2034.0
35,5,35.0,8,0.6,0.0,2034.0
36,5,45.0,8,0.6,0.0,2034.0
37,2,40.0,8,20.0,0.0,2034.0
38,0,40.0,8,3.2,0.0,2034.0
39,0,45.0,8,2.2,0.0,2034.0
40,36,18.0,8,0.8,0.0,2034.0
43,33,35.0,8,0.6000000000000001,2203.5,3390.0
44,32,20.0,8,0.8,1356.0,2542.5
45,30,30.0,8,1.1,1356.0,2542.5
46,34,25.0,8,5.1,1356.0,2542.5
48,36,40.0,8,0.7,2203.5,3390.0
52,25,35.0,8,0.8,2203.5,3390.0
53,44,5.0,8,2.5999999999999996,0.0,2034.0
58,38,5.0,8,3.6,0.0,2034.0
61,50,30.0,8,0.8,0.0,2034.0
62,50,35.0,8,1.3,0.0,2034.0
63,50,40.0,8,9.899999999999999,0.0,2034.0
66,47,35.0,8,1.8,0.0,2034.0
67,47,40.0,8,0.6,0.0,2034.0
68,42,30.0,8,0.8,0.0,2034.0
70,95,30.0,8,1.7,1356.0,2542.5
71,95,35.0,8,1.7,1356.0,2542.5
74,53,35.0,8,4.5,0.0,2034.0
75,45,65.0,8,1.4,0.0,2034.0
76,90,35.0,8,10.0,1356.0,2542.5
79,87,30.0,8,0.8,2203.5,3390.0
82,75,55.0,8,1.7000000000000002,1356.0,2542.5
88,65,60.0,8,1.6,0.0,2034.0
89,56,64.0,8,3.5999999999999996,0.0,2034.0
91,60,60.0,8,0.6000000000000001,0.0,2034.0
92,67,85.0,8,1.2,0.0,2034.0
93,42,58.0,8,3.9000000000000004,0.0,2034.0
95,62,80.0,8,1.5,0.0,2034.0
98,58,75.0,8,2.0,0.0,2034.0
100,55,85.0,8,1.9000000000000001,0.0,2034.0
101,40,50.0,0,0.0,0.0,0.0
capacity,700,,0,0.0,,
