CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,8,2.6,96.0,180.0
2,22,75.0,8,2.0,0.0,144.0
3,22,85.0,8,0.6,96.0,180.0
4,20,80.0,8,9.6,96.0,180.0
5,20,85.0,8,2.4000000000000004,0.0,144.0
8,15,80.0,8,0.9,0.0,144.0
11,8,40.0,8,4.4,0.0,144.0
13,5,35.0,8,0.8999999999999999,96.0,180.0
14,5,45.0,8,0.6,0.0,144.0
16,0,40.0,8,1.4,0.0,144.0
17,0,45.0,8,2.0,96.0,180.0
19,42,10.0,8,4.0,0.0,144.0
20,42,15.0,8,1.1,96.0,180.0
22,40,15.0,8,2.7,0.0,144.0
23,38,5.0,8,30.0,0.0,144.0
25,35,5.0,8,1.9,96.0,180.0
26,95,30.0,8,6.8,96.0,180.0
28,92,30.0,8,0.5,0.0,144.0
31,88,35.0,8,1.3,0.0,144.0
32,87,30.0,8,0.8,96.0,180.0
37,65,82.0,8,1.0,96.0,180.0
39,60,80.0,8,1.0,0.0,144.0
40,60,85.0,8,2.1,0.0,144.0
42,55,80.0,8,1.6,0.0,144.0
44,55,82.0,8,1.4,0.0,144.0
45,20,82.0,8,1.1,0.0,144.0
46,18,80.0,8,0.7,96.0,180.0
49,42,12.0,8,1.9,0.0,144.0
50,72,35.0,8,2.7,96.0,180.0
55,30,60.0,8,4.1,96.0,180.0
57,30,25.0,8,2.2,0.0,144.0
58,15,10.0,8,4.6,96.0,180.0
59,10,20.0,8,0.8,0.0,144.0
60,15,60.0,8,1.4,156.0,240.0
64,45,30.0,8,1.3,0.0,144.0
66,41,37.0,8,16.0,96.0,180.0
67,64,42.0,8,0.30000000000000004,0.0,144.0
68,40,60.0,8,1.8,96.0,180.0
69,31,52.0,8,3.4,0.0,144.0
72,63,65.0,8,0.5,0.0,144.0
73,2,60.0,8,0.5,0.0,144.0
75,5,5.0,8,1.8,0.0,144.0
76,60,12.0,8,1.2,0.0,144.0
78,8,56.0,8,3.1,0.0,144.0
79,6,68.0,8,1.4,0.0,144.0
80,47,47.0,8,1.2000000000000002,156.0,240.0
83,37,31.0,8,1.3,0.0,144.0
84,57,29.0,8,1.2,0.0,144.0
85,63,23.0,8,0.4,0.0,144.0
86,21,24.0,8,2.5,0.0,144.0
87,12,24.0,8,1.1,0.0,144.0
89,67,5.0,8,4.9,96.0,180.0
92,53,43.0,8,2.8,0.0,144.0
94,57,48.0,8,1.7999999999999998,0.0,144.0
95,56,37.0,8,0.4,0.0,144.0
96,55,54.0,8,1.8,96.0,180.0
97,4,18.0,8,1.8,96.0,180.0
98,26,52.0,8,0.7999999999999999,0.0,144.0
99,26,35.0,8,3.4000000000000004,0.0,144.0
100,31,67.0,8,0.2,156.0,240.0
101,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
