CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,8,2.2,96.0,180.0
4,20,80.0,8,2.3,96.0,180.0
5,20,85.0,8,1.1,0.0,144.0
8,15,80.0,8,0.5,0.0,144.0
9,10,35.0,8,2.7,0.0,144.0
10,10,40.0,8,7.3999999999999995,96.0,180.0
12,8,45.0,8,1.7999999999999998,0.0,144.0
14,5,45.0,8,1.6,0.0,144.0
15,2,40.0,8,3.8,0.0,144.0
16,0,40.0,8,1.9,0.0,144.0
18,44,5.0,8,2.2,0.0,144.0
19,42,10.0,8,1.7000000000000002,0.0,144.0
20,42,15.0,8,1.9,96.0,180.0
21,40,5.0,8,0.7999999999999999,0.0,144.0
22,40,15.0,8,4.699999999999999,0.0,144.0
24,38,15.0,8,0.30000000000000004,96.0,180.0
26,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
