CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,16,9.3,0.0,138.0
2,35,17.0,8,4.4,0.0,138.0
3,55,45.0,24,13.0,0.0,138.0
4,55,20.0,16,17.8,92.0,172.5
5,15,30.0,16,23.200000000000003,0.0,138.0
6,25,30.0,24,2.6999999999999997,0.0,138.0
8,10,43.0,24,8.5,0.0,138.0
9,55,60.0,8,14.0,0.0,138.0
10,30,60.0,16,15.3,0.0,138.0
11,20,65.0,16,10.9,0.0,138.0
12,50,35.0,8,19.0,0.0,138.0
13,30,25.0,16,21.299999999999997,92.0,172.5
15,30,5.0,16,7.2,0.0,138.0
16,10,20.0,8,19.0,0.0,138.0
17,5,30.0,16,1.8,92.0,172.5
18,20,40.0,16,12.0,0.0,138.0
19,15,60.0,24,16.5,0.0,138.0
20,45,65.0,16,8.200000000000001,0.0,138.0
21,45,20.0,8,11.0,0.0,138.0
22,45,10.0,24,16.7,0.0,138.0
23,55,5.0,24,26.799999999999997,0.0,138.0
24,65,35.0,8,3.0,92.0,172.5
25,65,20.0,24,5.4,149.5,230.0
26,35,35.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
