CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,8,1.4,0.0,600.0
2,35,17.0,8,0.7,0.0,600.0
3,55,45.0,8,0.6000000000000001,0.0,600.0
4,55,20.0,8,19.0,650.0,1000.0
5,15,30.0,8,1.8,0.0,600.0
6,25,30.0,8,0.4,0.0,600.0
7,20,50.0,8,0.30000000000000004,0.0,600.0
8,10,43.0,8,0.7,0.0,600.0
9,55,60.0,8,1.3,0.0,600.0
11,20,65.0,8,1.3,0.0,600.0
15,30,5.0,8,1.7000000000000002,0.0,600.0
16,10,20.0,8,1.2,0.0,600.0
18,20,40.0,8,0.5,0.0,600.0
19,15,60.0,8,0.7,0.0,600.0
20,45,65.0,8,0.6,400.0,750.0
21,45,20.0,8,0.8,0.0,600.0
23,55,5.0,8,8.2,0.0,600.0
26,45,30.0,8,1.9,0.0,600.0
27,35,40.0,8,1.4,0.0,600.0
29,64,42.0,8,0.6,0.0,600.0
30,40,60.0,8,2.2,0.0,600.0
31,31,52.0,8,2.6999999999999997,0.0,600.0
32,35,69.0,8,2.2,650.0,1000.0
33,53,52.0,8,0.6000000000000001,0.0,600.0
35,63,65.0,8,0.8,650.0,1000.0
37,20,20.0,8,1.3,0.0,600.0
38,5,5.0,8,1.4000000000000001,0.0,600.0
41,42,7.0,8,0.4,0.0,600.0
42,24,12.0,8,0.7,0.0,600.0
44,11,14.0,8,18.0,0.0,600.0
45,6,38.0,8,1.5,0.0,600.0
47,8,56.0,8,1.1,0.0,600.0
48,13,52.0,8,3.3,0.0,600.0
51,49,58.0,8,1.4000000000000001,0.0,600.0
52,27,43.0,8,0.7,0.0,600.0
57,32,12.0,8,0.8,0.0,600.0
58,36,26.0,8,18.0,650.0,1000.0
59,21,24.0,8,1.8,0.0,600.0
61,12,24.0,8,0.7,0.0,600.0
62,24,58.0,8,4.1,0.0,600.0
63,27,69.0,8,10.0,0.0,600.0
64,15,77.0,8,1.2,0.0,600.0
66,49,73.0,8,4.5,400.0,750.0
67,67,5.0,8,1.4,0.0,600.0
69,37,47.0,8,0.8999999999999999,0.0,600.0
71,57,68.0,8,2.0,0.0,600.0
72,47,16.0,8,2.3,0.0,600.0
75,49,11.0,8,0.7,0.0,600.0
77,53,43.0,8,1.7000000000000002,650.0,1000.0
81,55,54.0,8,0.8,0.0,600.0
83,14,37.0,8,3.4,0.0,600.0
84,11,31.0,8,0.7,0.0,600.0
85,16,22.0,8,2.2,0.0,600.0
86,4,18.0,8,2.5,0.0,600.0
87,28,18.0,8,2.4,0.0,600.0
89,26,35.0,8,1.0,650.0,1000.0
91,15,19.0,8,0.1,0.0,600.0
92,22,22.0,8,0.2,0.0,600.0
93,18,24.0,8,1.9000000000000001,650.0,1000.0
96,22,27.0,8,0.5,0.0,600.0
99,20,26.0,8,0.7,0.0,600.0
100,18,18.0,8,0.6000000000000001,650.0,1000.0
101,35,35.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
