CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
2,22,75.0,16,26.5,0.0,144.0
3,22,85.0,8,8.7,0.0,144.0
4,20,80.0,24,40.0,96.0,180.0
5,20,85.0,24,18.4,0.0,144.0
6,18,75.0,16,18.4,0.0,144.0
7,15,75.0,8,16.299999999999997,0.0,144.0
8,15,80.0,16,9.0,0.0,144.0
9,10,35.0,8,20.0,0.0,144.0
11,8,40.0,8,26.1,0.0,144.0
12,8,45.0,24,18.5,0.0,144.0
13,5,35.0,24,9.600000000000001,96.0,180.0
14,5,45.0,24,9.5,0.0,144.0
16,0,40.0,24,19.0,0.0,144.0
17,0,45.0,8,20.0,96.0,180.0
18,44,5.0,16,20.0,0.0,144.0
19,42,10.0,8,40.0,0.0,144.0
20,42,15.0,16,10.0,96.0,180.0
21,40,5.0,24,9.0,0.0,144.0
22,40,15.0,16,40.0,0.0,144.0
23,38,5.0,8,24.6,0.0,144.0
24,38,15.0,16,10.0,96.0,180.0
25,35,5.0,8,20.0,156.0,240.0
26,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
