CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,52,75.0,8,0.8,0.0,2034.0
3,62,69.0,8,0.7,0.0,2034.0
6,16,42.0,8,0.7,0.0,2034.0
7,58,70.0,8,2.0,0.0,2034.0
8,34,60.0,8,1.4,2203.5,3390.0
9,28,70.0,8,1.4,2203.5,3390.0
10,35,66.0,8,0.6000000000000001,2203.5,3390.0
11,35,69.0,8,0.6,2203.5,3390.0
13,22,75.0,8,30.0,2203.5,3390.0
14,22,85.0,8,1.3,1356.0,2542.5
16,20,85.0,8,2.5999999999999996,1356.0,2542.5
17,18,75.0,8,1.2,2203.5,3390.0
18,15,75.0,8,2.5,1356.0,2542.5
21,30,56.0,8,20.0,2203.5,3390.0
22,28,52.0,8,1.5,0.0,2034.0
25,22,66.0,8,3.4,2203.5,3390.0
26,40,50.0,0,0.0,0.0,0.0
capacity,700,,0,0.0,,
