CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,8,2.3,0.0,144.0
3,22,85.0,8,0.6,0.0,144.0
5,20,85.0,8,2.2,0.0,144.0
8,15,80.0,8,2.2,0.0,144.0
9,10,35.0,8,0.6000000000000001,0.0,144.0
11,8,40.0,8,10.6,0.0,144.0
12,8,45.0,8,1.9,0.0,144.0
13,5,35.0,8,10.0,96.0,180.0
14,5,45.0,8,0.8,0.0,144.0
15,2,40.0,8,20.0,0.0,144.0
17,0,45.0,8,20.0,0.0,144.0
18,44,5.0,8,1.3,0.0,144.0
19,42,10.0,8,4.4,0.0,144.0
22,40,15.0,8,1.7999999999999998,0.0,144.0
23,38,5.0,8,7.1,0.0,144.0
25,35,5.0,8,1.9,156.0,240.0
26,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
