CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,8,0.8999999999999999,0.0,138.0
2,35,17.0,8,7.0,0.0,138.0
3,55,45.0,8,1.2,0.0,138.0
8,10,43.0,8,1.7000000000000002,0.0,138.0
9,55,60.0,8,3.4,0.0,138.0
10,30,60.0,8,1.5,92.0,172.5
12,50,35.0,8,2.1,0.0,138.0
13,30,25.0,8,7.1,149.5,230.0
16,10,20.0,8,1.5,0.0,138.0
17,5,30.0,8,0.2,92.0,172.5
18,20,40.0,8,1.0,0.0,138.0
20,45,65.0,8,0.9,92.0,172.5
25,65,20.0,8,0.5,149.5,230.0
26,45,30.0,8,2.2,92.0,172.5
28,41,37.0,8,1.8,0.0,138.0
29,64,42.0,8,1.3,0.0,138.0
30,40,60.0,8,1.5,0.0,138.0
32,35,69.0,8,23.0,92.0,172.5
33,53,52.0,8,2.1,0.0,138.0
35,63,65.0,8,0.6,92.0,172.5
37,20,20.0,8,0.6,0.0,138.0
39,60,12.0,8,2.6,0.0,138.0
40,40,25.0,8,1.5,0.0,138.0
42,24,12.0,8,0.4,0.0,138.0
43,23,3.0,8,0.8,92.0,172.5
44,11,14.0,8,1.4,0.0,138.0
46,2,48.0,8,0.1,92.0,172.5
48,13,52.0,8,5.6,0.0,138.0
50,47,47.0,8,13.0,0.0,138.0
51,35,35.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
