CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,8,0.8,650.0,1000.0
6,25,30.0,8,0.2,0.0,600.0
7,20,50.0,8,5.0,0.0,600.0
8,10,43.0,8,0.8999999999999999,0.0,600.0
10,30,60.0,8,1.0,400.0,750.0
12,50,35.0,8,1.1,0.0,600.0
15,30,5.0,8,0.7,0.0,600.0
16,10,20.0,8,0.8,0.0,600.0
17,5,30.0,8,0.2,650.0,1000.0
18,20,40.0,8,1.4,0.0,600.0
19,15,60.0,8,0.9,0.0,600.0
20,45,65.0,8,9.0,400.0,750.0
21,45,20.0,8,0.4,0.0,600.0
22,45,10.0,8,2.4,0.0,600.0
23,55,5.0,8,2.5999999999999996,0.0,600.0
26,45,30.0,8,2.8,400.0,750.0
28,41,37.0,8,0.7,0.0,600.0
29,64,42.0,8,0.7999999999999999,0.0,600.0
32,35,69.0,8,2.2,650.0,1000.0
33,53,52.0,8,2.0999999999999996,0.0,600.0
35,63,65.0,8,8.0,650.0,1000.0
36,2,60.0,8,0.5,0.0,600.0
37,20,20.0,8,0.4,400.0,750.0
40,40,25.0,8,2.1,0.0,600.0
41,42,7.0,8,0.5,0.0,600.0
42,24,12.0,8,0.30000000000000004,0.0,600.0
45,6,38.0,8,1.5,0.0,600.0
47,8,56.0,8,2.0,0.0,600.0
49,6,68.0,8,1.8,400.0,750.0
50,47,47.0,8,1.1,400.0,750.0
51,49,58.0,8,0.6,0.0,600.0
52,27,43.0,8,0.4,0.0,600.0
53,37,31.0,8,0.8999999999999999,0.0,600.0
54,57,29.0,8,2.7,400.0,750.0
55,63,23.0,8,0.2,400.0,750.0
56,53,12.0,8,0.5,400.0,750.0
57,32,12.0,8,0.6000000000000001,0.0,600.0
58,36,26.0,8,5.0,650.0,1000.0
62,24,58.0,8,0.8,0.0,600.0
63,27,69.0,8,0.30000000000000004,0.0,600.0
65,62,77.0,8,1.2,0.0,600.0
66,49,73.0,8,1.0,400.0,750.0
67,67,5.0,8,1.7000000000000002,0.0,600.0
68,56,39.0,8,1.9,400.0,750.0
71,57,68.0,8,15.0,0.0,600.0
73,44,17.0,8,1.0,0.0,600.0
74,46,13.0,8,1.2,650.0,1000.0
76,49,42.0,8,1.8,0.0,600.0
77,53,43.0,8,14.0,650.0,1000.0
78,61,52.0,8,0.2,0.0,600.0
80,56,37.0,8,1.3,650.0,1000.0
81,55,54.0,8,2.0,0.0,600.0
84,11,31.0,8,0.5,0.0,600.0
85,16,22.0,8,2.7,0.0,600.0
86,4,18.0,8,4.2,0.0,600.0
87,28,18.0,8,2.5999999999999996,0.0,600.0
88,26,52.0,8,0.4,0.0,600.0
90,31,67.0,8,0.30000000000000004,0.0,600.0
92,22,22.0,8,0.2,0.0,600.0
93,18,24.0,8,2.1,400.0,750.0
96,22,27.0,8,1.2000000000000002,400.0,750.0
97,25,21.0,8,3.0999999999999996,400.0,750.0
99,20,26.0,8,0.7,0.0,600.0
101,35,35.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
