CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,24,18.1,0.0,576.0
2,22,75.0,8,30.0,0.0,576.0
3,22,85.0,16,9.1,0.0,576.0
4,20,80.0,24,37.8,624.0,960.0
5,20,85.0,24,19.4,0.0,576.0
6,18,75.0,24,18.299999999999997,0.0,576.0
7,15,75.0,8,20.0,0.0,576.0
8,15,80.0,24,9.6,0.0,576.0
9,10,35.0,24,20.0,0.0,576.0
10,10,40.0,16,30.0,384.0,720.0
11,8,40.0,16,34.3,0.0,576.0
12,8,45.0,24,17.9,0.0,576.0
13,5,35.0,24,9.1,624.0,960.0
14,5,45.0,8,10.0,0.0,576.0
15,2,40.0,8,12.899999999999999,0.0,576.0
16,0,40.0,24,19.0,0.0,576.0
17,0,45.0,8,20.0,624.0,960.0
18,44,5.0,24,19.1,0.0,576.0
19,42,10.0,16,36.6,0.0,576.0
20,42,15.0,16,9.2,0.0,576.0
21,40,5.0,24,9.6,0.0,576.0
22,40,15.0,8,34.1,0.0,576.0
23,38,5.0,16,25.1,0.0,576.0
24,38,15.0,16,9.4,0.0,576.0
25,35,5.0,24,19.200000000000003,624.0,960.0
26,40,50.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
