CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,45,68.0,8,0.8,803.4,1236.0
2,45,70.0,8,1.6,494.4,927.0
3,42,66.0,8,0.4,0.0,741.6
5,42,65.0,8,1.2,0.0,741.6
6,40,69.0,8,1.1,0.0,741.6
7,40,66.0,8,1.7,0.0,741.6
8,38,68.0,8,1.9,0.0,741.6
9,38,70.0,8,0.5,0.0,741.6
10,35,66.0,8,3.2,0.0,741.6
11,35,69.0,8,1.8,0.0,741.6
12,25,85.0,8,1.6,0.0,741.6
13,22,75.0,8,2.4000000000000004,0.0,741.6
14,22,85.0,8,0.4,0.0,741.6
16,20,85.0,8,2.3,0.0,741.6
17,18,75.0,8,1.2999999999999998,0.0,741.6
20,30,50.0,8,0.7,0.0,741.6
22,28,52.0,8,1.7000000000000002,494.4,927.0
24,25,50.0,8,1.0,0.0,741.6
25,25,52.0,8,2.8,0.0,741.6
26,25,55.0,8,1.2,0.0,741.6
27,23,52.0,8,0.4,0.0,741.6
30,20,55.0,8,1.2999999999999998,0.0,741.6
32,10,40.0,8,2.0,0.0,741.6
33,8,40.0,8,3.9000000000000004,0.0,741.6
34,8,45.0,8,3.3,494.4,927.0
36,5,45.0,8,0.4,0.0,741.6
37,2,40.0,8,2.6,0.0,741.6
38,0,40.0,8,3.3,0.0,741.6
39,0,45.0,8,2.8,0.0,741.6
40,35,30.0,8,0.8999999999999999,0.0,741.6
41,35,32.0,8,0.8,0.0,741.6
43,33,35.0,8,0.6000000000000001,0.0,741.6
44,32,30.0,8,0.7,0.0,741.6
46,30,32.0,8,7.300000000000001,0.0,741.6
47,30,35.0,8,1.3,803.4,1236.0
48,28,30.0,8,0.6000000000000001,0.0,741.6
49,28,35.0,8,2.5999999999999996,803.4,1236.0
51,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
