CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
3,42,66.0,8,2.3,0.0,741.6
6,40,69.0,8,0.7,494.4,927.0
7,40,66.0,8,1.7000000000000002,0.0,741.6
8,38,68.0,8,1.0,0.0,741.6
10,35,66.0,8,0.8999999999999999,0.0,741.6
12,25,85.0,8,1.9000000000000001,494.4,927.0
15,20,80.0,8,1.1,0.0,741.6
16,20,85.0,8,4.6,0.0,741.6
18,15,75.0,8,6.199999999999999,0.0,741.6
19,15,80.0,8,0.5,0.0,741.6
20,30,50.0,8,0.5,0.0,741.6
21,30,52.0,8,3.8,803.4,1236.0
22,28,52.0,8,2.3,494.4,927.0
26,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
