CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
2,22,75.0,8,1.6,0.0,576.0
4,20,80.0,8,3.0,624.0,960.0
8,15,80.0,8,0.5,0.0,576.0
9,10,35.0,8,1.4,0.0,576.0
12,8,45.0,8,1.0,0.0,576.0
14,5,45.0,8,0.30000000000000004,0.0,576.0
15,2,40.0,8,1.8,0.0,576.0
16,0,40.0,8,1.5,0.0,576.0
18,44,5.0,8,1.9,0.0,576.0
19,42,10.0,8,2.8,0.0,576.0
21,40,5.0,8,1.3,0.0,576.0
22,40,15.0,8,2.6,0.0,576.0
23,38,5.0,8,0.8999999999999999,0.0,576.0
26,95,30.0,8,3.9000000000000004,0.0,576.0
28,92,30.0,8,0.4,0.0,576.0
30,88,30.0,8,0.30000000000000004,0.0,576.0
31,88,35.0,8,1.4,0.0,576.0
32,87,30.0,8,1.5,0.0,576.0
33,85,25.0,8,0.8999999999999999,0.0,576.0
34,85,35.0,8,3.7,0.0,576.0
36,65,85.0,8,3.8,0.0,576.0
37,65,82.0,8,0.8999999999999999,0.0,576.0
38,62,80.0,8,30.0,0.0,576.0
39,60,80.0,8,0.7,0.0,576.0
40,60,85.0,8,3.3,0.0,576.0
42,55,80.0,8,0.7,0.0,576.0
43,55,85.0,8,2.0,0.0,576.0
44,55,82.0,8,10.0,0.0,576.0
46,18,80.0,8,1.7000000000000002,0.0,576.0
48,42,5.0,8,1.3,0.0,576.0
49,42,12.0,8,1.1,0.0,576.0
51,40,50.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
