CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,52,75.0,8,0.4,0.0,2034.0
3,62,69.0,8,0.8,0.0,2034.0
6,16,42.0,8,0.6000000000000001,0.0,2034.0
7,58,70.0,8,3.6999999999999997,0.0,2034.0
8,34,60.0,8,3.1,2203.5,3390.0
9,28,70.0,8,1.4,2203.5,3390.0
10,35,66.0,8,1.9,2203.5,3390.0
11,35,69.0,8,0.5,2203.5,3390.0
12,25,85.0,8,2.0,0.0,2034.0
15,20,80.0,8,3.0,1356.0,2542.5
16,20,85.0,8,2.8000000000000003,0.0,2034.0
19,15,80.0,8,0.7,0.0,2034.0
20,30,50.0,8,1.1,0.0,2034.0
21,30,56.0,8,2.7,0.0,2034.0
24,25,50.0,8,0.8,0.0,2034.0
26,8,62.0,8,1.7,0.0,2034.0
29,20,50.0,8,1.0,0.0,2034.0
31,10,35.0,8,20.0,0.0,2034.0
36,5,45.0,8,2.9,0.0,2034.0
38,0,40.0,8,30.0,0.0,2034.0
40,36,18.0,8,0.5,0.0,2034.0
42,33,32.0,8,20.0,2203.5,3390.0
43,33,35.0,8,0.5,0.0,2034.0
44,32,20.0,8,1.1,1356.0,2542.5
46,34,25.0,8,30.0,0.0,2034.0
47,30,35.0,8,0.5,0.0,2034.0
49,48,20.0,8,1.2,0.0,2034.0
50,26,32.0,8,1.2999999999999998,0.0,2034.0
51,40,50.0,0,0.0,0.0,0.0
capacity,700,,0,0.0,,
