CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
2,22,75.0,8,1.9,0.0,144.0
3,22,85.0,8,0.8,96.0,180.0
4,20,80.0,8,40.0,96.0,180.0
6,18,75.0,8,1.0,0.0,144.0
7,15,75.0,8,1.6,0.0,144.0
9,10,35.0,8,7.9,0.0,144.0
10,10,40.0,8,9.5,96.0,180.0
11,8,40.0,8,1.7000000000000002,0.0,144.0
12,8,45.0,8,1.2,0.0,144.0
13,5,35.0,8,0.7999999999999999,96.0,180.0
16,0,40.0,8,4.2,0.0,144.0
17,0,45.0,8,20.0,96.0,180.0
19,42,10.0,8,2.8,0.0,144.0
20,42,15.0,8,0.9,96.0,180.0
21,40,5.0,8,1.0,0.0,144.0
22,40,15.0,8,3.3,0.0,144.0
23,38,5.0,8,5.4,0.0,144.0
27,95,35.0,8,0.8999999999999999,0.0,144.0
28,92,30.0,8,0.8999999999999999,0.0,144.0
29,90,35.0,8,0.7,0.0,144.0
31,88,35.0,8,6.699999999999999,0.0,144.0
32,87,30.0,8,1.0,96.0,180.0
34,85,35.0,8,2.5,96.0,180.0
36,65,85.0,8,4.0,0.0,144.0
37,65,82.0,8,0.7,96.0,180.0
41,58,75.0,8,1.4,0.0,144.0
45,20,82.0,8,1.3,0.0,144.0
46,18,80.0,8,1.8,96.0,180.0
47,2,45.0,8,0.7,0.0,144.0
48,42,5.0,8,0.5,96.0,180.0
49,42,12.0,8,10.0,0.0,144.0
51,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
