CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,24,18.0,0.0,144.0
2,22,75.0,16,30.0,0.0,144.0
3,22,85.0,8,8.8,96.0,180.0
4,20,80.0,24,36.7,96.0,180.0
5,20,85.0,8,20.0,0.0,144.0
6,18,75.0,24,18.2,0.0,144.0
7,15,75.0,16,20.0,0.0,144.0
8,15,80.0,24,8.9,0.0,144.0
9,10,35.0,8,20.0,0.0,144.0
10,10,40.0,16,30.0,96.0,180.0
11,8,40.0,24,40.0,0.0,144.0
12,8,45.0,16,18.299999999999997,0.0,144.0
13,5,35.0,8,10.0,0.0,144.0
14,5,45.0,8,10.0,0.0,144.0
15,2,40.0,8,20.0,0.0,144.0
16,0,40.0,8,17.4,0.0,144.0
17,0,45.0,16,17.099999999999998,0.0,144.0
18,44,5.0,24,20.0,0.0,144.0
19,42,10.0,24,36.099999999999994,0.0,144.0
21,40,5.0,16,8.399999999999999,0.0,144.0
22,40,15.0,24,39.900000000000006,0.0,144.0
23,38,5.0,8,30.0,0.0,144.0
24,38,15.0,16,10.0,0.0,144.0
25,35,5.0,16,18.799999999999997,0.0,144.0
26,95,30.0,8,22.1,96.0,180.0
27,95,35.0,8,20.0,0.0,144.0
28,92,30.0,16,9.1,0.0,144.0
29,90,35.0,16,10.0,0.0,144.0
30,88,30.0,24,10.0,0.0,144.0
31,88,35.0,24,20.0,0.0,144.0
32,87,30.0,8,10.0,0.0,144.0
33,85,25.0,16,8.9,0.0,144.0
34,85,35.0,8,30.0,96.0,180.0
35,67,85.0,8,20.0,0.0,144.0
36,65,85.0,24,38.3,0.0,144.0
37,65,82.0,8,10.0,96.0,180.0
38,62,80.0,8,24.7,0.0,144.0
39,60,80.0,8,7.199999999999999,0.0,144.0
40,60,85.0,16,27.400000000000002,0.0,144.0
41,58,75.0,16,19.1,0.0,144.0
42,55,80.0,8,10.0,0.0,144.0
43,55,85.0,24,18.5,96.0,180.0
44,55,82.0,24,9.200000000000001,0.0,144.0
45,20,82.0,16,10.0,0.0,144.0
46,18,80.0,24,9.5,96.0,180.0
47,2,45.0,16,9.200000000000001,0.0,144.0
48,42,5.0,24,9.5,0.0,144.0
49,42,12.0,8,8.4,0.0,144.0
50,72,35.0,24,28.4,96.0,180.0
51,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
