CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,16,10.0,0.0,138.0
2,35,17.0,16,7.0,0.0,138.0
3,55,45.0,16,11.399999999999999,0.0,138.0
4,55,20.0,16,19.0,92.0,172.5
5,15,30.0,16,25.999999999999996,0.0,138.0
6,25,30.0,8,3.0,0.0,138.0
7,20,50.0,24,4.7,0.0,138.0
8,10,43.0,24,8.2,0.0,138.0
9,55,60.0,24,14.600000000000001,0.0,138.0
10,30,60.0,24,14.7,0.0,138.0
11,20,65.0,16,10.3,0.0,138.0
12,50,35.0,24,17.0,0.0,138.0
13,30,25.0,24,21.0,92.0,172.5
14,15,10.0,24,18.8,0.0,138.0
15,30,5.0,24,7.3,0.0,138.0
16,10,20.0,16,17.0,0.0,138.0
18,20,40.0,8,10.6,0.0,138.0
19,15,60.0,16,17.0,0.0,138.0
20,45,65.0,24,8.5,0.0,138.0
21,45,20.0,24,10.6,0.0,138.0
22,45,10.0,24,16.9,0.0,138.0
24,65,35.0,24,2.8000000000000003,0.0,138.0
25,65,20.0,24,5.9,149.5,230.0
26,45,30.0,16,17.0,0.0,138.0
27,35,40.0,16,14.5,0.0,138.0
28,41,37.0,16,16.0,0.0,138.0
29,64,42.0,24,8.0,0.0,138.0
30,40,60.0,24,19.9,0.0,138.0
31,31,52.0,16,23.9,0.0,138.0
32,35,69.0,8,23.0,0.0,138.0
33,53,52.0,8,9.1,0.0,138.0
34,65,55.0,24,13.399999999999999,0.0,138.0
35,63,65.0,24,7.4,0.0,138.0
36,2,60.0,24,4.800000000000001,0.0,138.0
37,20,20.0,8,6.1000000000000005,0.0,138.0
38,5,5.0,16,15.2,0.0,138.0
39,60,12.0,24,28.799999999999997,0.0,138.0
40,40,25.0,24,8.4,0.0,138.0
41,42,7.0,8,5.0,0.0,138.0
42,24,12.0,16,4.8,0.0,138.0
43,23,3.0,16,6.3,0.0,138.0
44,11,14.0,8,15.6,0.0,138.0
45,6,38.0,24,15.299999999999999,0.0,138.0
46,2,48.0,8,0.9,0.0,138.0
48,13,52.0,16,30.9,0.0,138.0
49,6,68.0,16,27.700000000000003,0.0,138.0
50,47,47.0,16,13.0,0.0,138.0
51,35,35.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
