CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,8,1.2,0.0,600.0
2,35,17.0,8,0.7,0.0,600.0
3,55,45.0,8,0.7,0.0,600.0
4,55,20.0,8,1.9,650.0,1000.0
5,15,30.0,8,3.7,0.0,600.0
6,25,30.0,8,0.4,0.0,600.0
7,20,50.0,8,1.1,0.0,600.0
8,10,43.0,8,9.0,0.0,600.0
9,55,60.0,8,1.2,0.0,600.0
11,20,65.0,8,1.7,0.0,600.0
12,50,35.0,8,0.8999999999999999,0.0,600.0
13,30,25.0,8,1.6,650.0,1000.0
14,15,10.0,8,0.8,0.0,600.0
15,30,5.0,8,0.5,0.0,600.0
17,5,30.0,8,0.2,650.0,1000.0
18,20,40.0,8,0.6000000000000001,0.0,600.0
19,15,60.0,8,1.4,0.0,600.0
22,45,10.0,8,1.4,0.0,600.0
24,65,35.0,8,3.0,0.0,600.0
25,65,20.0,8,0.5,650.0,1000.0
26,35,35.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
