CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,52,75.0,8,10.0,0.0,2034.0
2,45,70.0,8,2.2,0.0,2034.0
3,62,69.0,8,0.30000000000000004,0.0,2034.0
5,42,65.0,8,1.0,0.0,2034.0
7,58,70.0,8,1.7,0.0,2034.0
8,34,60.0,8,5.0,2203.5,3390.0
9,28,70.0,8,1.3,2203.5,3390.0
10,35,66.0,8,0.7,2203.5,3390.0
11,35,69.0,8,1.0,2203.5,3390.0
12,25,85.0,8,6.0,1356.0,2542.5
13,22,75.0,8,1.6,2203.5,3390.0
14,22,85.0,8,2.9000000000000004,1356.0,2542.5
16,20,85.0,8,40.0,1356.0,2542.5
17,18,75.0,8,20.0,1356.0,2542.5
18,15,75.0,8,2.4,0.0,2034.0
19,15,80.0,8,0.6000000000000001,0.0,2034.0
20,30,50.0,8,10.0,0.0,2034.0
23,14,66.0,8,0.8,0.0,2034.0
24,25,50.0,8,1.0,0.0,2034.0
25,22,66.0,8,2.2,2203.5,3390.0
26,40,50.0,0,0.0,0.0,0.0
capacity,700,,0,0.0,,
