CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
2,45,70.0,8,30.0,0.0,2034.0
5,42,65.0,8,1.1,0.0,2034.0
8,34,60.0,8,1.2999999999999998,2203.5,3390.0
9,28,70.0,8,0.7,2203.5,3390.0
10,35,66.0,8,1.2,2203.5,3390.0
11,35,69.0,8,1.0,2203.5,3390.0
13,22,75.0,8,2.6,2203.5,3390.0
15,20,80.0,8,4.1,1356.0,2542.5
16,20,85.0,8,5.3,1356.0,2542.5
19,15,80.0,8,0.6,1356.0,2542.5
20,30,50.0,8,0.7,0.0,2034.0
21,30,56.0,8,1.9,2203.5,3390.0
23,14,66.0,8,4.1,1356.0,2542.5
24,25,50.0,8,0.7,0.0,2034.0
27,23,52.0,8,0.4,0.0,2034.0
29,20,50.0,8,0.4,0.0,2034.0
30,20,55.0,8,10.0,0.0,2034.0
32,10,40.0,8,3.1,0.0,2034.0
35,5,35.0,8,1.1,0.0,2034.0
39,0,45.0,8,1.4,0.0,2034.0
43,33,35.0,8,3.1999999999999997,2203.5,3390.0
44,32,20.0,8,0.8,1356.0,2542.5
46,34,25.0,8,4.3,1356.0,2542.5
49,48,20.0,8,1.0,0.0,2034.0
50,26,32.0,8,0.9,1356.0,2542.5
51,25,30.0,8,0.8999999999999999,1356.0,2542.5
53,44,5.0,8,0.5,0.0,2034.0
54,42,10.0,8,1.9,0.0,2034.0
55,42,15.0,8,10.0,0.0,2034.0
56,40,5.0,8,1.0,0.0,2034.0
57,38,15.0,8,1.6,1356.0,2542.5
58,38,5.0,8,0.8999999999999999,0.0,2034.0
59,38,10.0,8,0.4,0.0,2034.0
62,50,35.0,8,20.0,0.0,2034.0
63,50,40.0,8,5.199999999999999,0.0,2034.0
65,44,25.0,8,1.0,0.0,2034.0
66,47,35.0,8,1.5,0.0,2034.0
67,47,40.0,8,0.6,0.0,2034.0
72,53,30.0,8,0.7,0.0,2034.0
75,45,65.0,8,2.1,0.0,2034.0
79,87,30.0,8,1.1,2203.5,3390.0
82,75,55.0,8,2.9,1356.0,2542.5
83,72,55.0,8,1.1,1356.0,2542.5
84,70,58.0,8,3.4000000000000004,0.0,2034.0
86,66,55.0,8,0.5,0.0,2034.0
88,65,60.0,8,3.3,0.0,2034.0
89,56,64.0,8,1.5,0.0,2034.0
90,60,55.0,8,0.5,2203.5,3390.0
92,67,85.0,8,20.0,0.0,2034.0
96,62,40.0,8,0.7,2203.5,3390.0
97,60,85.0,8,1.8,0.0,2034.0
98,58,75.0,8,1.6,0.0,2034.0
101,40,50.0,0,0.0,0.0,0.0
capacity,700,,0,0.0,,
