CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,45,68.0,8,10.0,803.4,1236.0
2,45,70.0,8,3.4,494.4,927.0
4,42,68.0,8,1.5,494.4,927.0
5,42,65.0,8,2.0999999999999996,0.0,741.6
6,40,69.0,8,1.6,494.4,927.0
8,38,68.0,8,0.8999999999999999,0.0,741.6
9,38,70.0,8,1.2,0.0,741.6
11,35,69.0,8,1.0,0.0,741.6
14,22,85.0,8,0.8,0.0,741.6
15,20,80.0,8,1.5,0.0,741.6
17,18,75.0,8,1.4,0.0,741.6
19,15,80.0,8,0.5,0.0,741.6
21,30,52.0,8,20.0,803.4,1236.0
24,25,50.0,8,1.0,0.0,741.6
28,23,55.0,8,2.2,0.0,741.6
29,20,50.0,8,3.6,0.0,741.6
30,20,55.0,8,0.8,0.0,741.6
33,8,40.0,8,3.2,0.0,741.6
34,8,45.0,8,1.7,494.4,927.0
36,5,45.0,8,1.2999999999999998,494.4,927.0
37,2,40.0,8,1.0,0.0,741.6
38,0,40.0,8,2.4000000000000004,0.0,741.6
40,35,30.0,8,10.0,0.0,741.6
41,35,32.0,8,0.30000000000000004,0.0,741.6
43,33,35.0,8,10.0,0.0,741.6
44,32,30.0,8,0.8,0.0,741.6
45,30,30.0,8,0.6000000000000001,0.0,741.6
47,30,35.0,8,1.2,803.4,1236.0
51,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
