CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,16,20.0,96.0,180.0
2,22,75.0,24,27.400000000000002,0.0,144.0
3,22,85.0,24,9.9,96.0,180.0
5,20,85.0,24,19.4,0.0,144.0
6,18,75.0,24,19.1,0.0,144.0
7,15,75.0,24,18.3,0.0,144.0
8,15,80.0,24,9.200000000000001,0.0,144.0
9,10,35.0,8,14.600000000000001,0.0,144.0
10,10,40.0,8,20.9,96.0,180.0
11,8,40.0,8,35.1,0.0,144.0
12,8,45.0,24,18.5,0.0,144.0
13,5,35.0,24,9.1,96.0,180.0
14,5,45.0,24,9.2,0.0,144.0
15,2,40.0,24,19.0,0.0,144.0
16,0,40.0,16,18.6,0.0,144.0
17,0,45.0,24,18.1,96.0,180.0
18,44,5.0,24,17.9,0.0,144.0
19,42,10.0,16,34.2,0.0,144.0
20,42,15.0,24,10.1,96.0,180.0
21,40,5.0,24,9.3,0.0,144.0
22,40,15.0,16,34.9,0.0,144.0
23,38,5.0,16,30.0,0.0,144.0
24,38,15.0,16,8.9,96.0,180.0
26,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
