CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,8,0.5,0.0,138.0
3,55,45.0,8,1.2,0.0,138.0
4,55,20.0,8,1.1,92.0,172.5
5,15,30.0,8,6.4,0.0,138.0
6,25,30.0,8,3.0,0.0,138.0
8,10,43.0,8,0.4,0.0,138.0
10,30,60.0,8,1.0,0.0,138.0
11,20,65.0,8,1.3,0.0,138.0
12,50,35.0,8,2.3,0.0,138.0
13,30,25.0,8,3.7,92.0,172.5
15,30,5.0,8,0.7999999999999999,0.0,138.0
17,5,30.0,8,0.1,92.0,172.5
18,20,40.0,8,1.4,0.0,138.0
19,15,60.0,8,1.0,0.0,138.0
23,55,5.0,8,2.1,0.0,138.0
24,65,35.0,8,0.30000000000000004,92.0,172.5
25,65,20.0,8,0.4,149.5,230.0
26,45,30.0,8,1.6,0.0,138.0
28,41,37.0,8,1.0,0.0,138.0
30,40,60.0,8,1.1,0.0,138.0
33,53,52.0,8,11.0,0.0,138.0
35,63,65.0,8,0.30000000000000004,92.0,172.5
37,20,20.0,8,0.7,0.0,138.0
38,5,5.0,8,1.7,0.0,138.0
41,42,7.0,8,0.4,0.0,138.0
42,24,12.0,8,0.5,0.0,138.0
43,23,3.0,8,0.8,92.0,172.5
44,11,14.0,8,2.3,0.0,138.0
45,6,38.0,8,0.9,0.0,138.0
46,2,48.0,8,0.4,0.0,138.0
50,47,47.0,8,2.6,0.0,138.0
51,35,35.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
