CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,16,17.9,96.0,180.0
2,22,75.0,24,27.5,0.0,144.0
3,22,85.0,24,8.9,0.0,144.0
4,20,80.0,8,40.0,96.0,180.0
5,20,85.0,24,19.2,0.0,144.0
6,18,75.0,16,20.0,0.0,144.0
7,15,75.0,24,20.1,0.0,144.0
8,15,80.0,24,10.0,0.0,144.0
9,10,35.0,8,20.0,0.0,144.0
11,8,40.0,24,38.3,0.0,144.0
12,8,45.0,8,20.0,0.0,144.0
13,5,35.0,16,10.0,96.0,180.0
14,5,45.0,8,7.800000000000001,0.0,144.0
15,2,40.0,16,20.0,0.0,144.0
16,0,40.0,16,18.1,0.0,144.0
17,0,45.0,8,17.299999999999997,96.0,180.0
18,44,5.0,16,18.5,0.0,144.0
19,42,10.0,16,40.0,0.0,144.0
20,42,15.0,24,9.7,96.0,180.0
21,40,5.0,8,9.0,0.0,144.0
22,40,15.0,8,35.4,0.0,144.0
23,38,5.0,24,26.9,0.0,144.0
24,38,15.0,16,10.0,96.0,180.0
25,35,5.0,24,19.1,156.0,240.0
26,95,30.0,8,30.0,96.0,180.0
28,92,30.0,16,10.0,0.0,144.0
29,90,35.0,16,10.0,0.0,144.0
30,88,30.0,24,9.5,0.0,144.0
31,88,35.0,16,18.099999999999998,0.0,144.0
32,87,30.0,8,8.7,96.0,180.0
33,85,25.0,24,9.5,0.0,144.0
34,85,35.0,8,30.0,0.0,144.0
36,65,85.0,24,37.5,0.0,144.0
37,65,82.0,24,9.3,96.0,180.0
38,62,80.0,16,26.5,0.0,144.0
39,60,80.0,8,10.0,0.0,144.0
40,60,85.0,8,30.0,0.0,144.0
41,58,75.0,16,20.0,0.0,144.0
42,55,80.0,24,10.0,0.0,144.0
43,55,85.0,24,19.0,96.0,180.0
44,55,82.0,8,10.0,0.0,144.0
47,2,45.0,16,9.3,0.0,144.0
48,42,5.0,24,10.0,96.0,180.0
49,42,12.0,16,10.0,0.0,144.0
50,72,35.0,16,30.0,96.0,180.0
51,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
