CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,8,0.7,149.5,230.0
2,35,17.0,8,0.30000000000000004,0.0,138.0
4,55,20.0,8,4.699999999999999,92.0,172.5
5,15,30.0,8,5.9,0.0,138.0
6,25,30.0,8,0.2,0.0,138.0
7,20,50.0,8,0.7,0.0,138.0
8,10,43.0,8,1.2,0.0,138.0
11,20,65.0,8,0.6000000000000001,0.0,138.0
12,50,35.0,8,3.0,0.0,138.0
13,30,25.0,8,1.8,92.0,172.5
14,15,10.0,8,2.4,0.0,138.0
15,30,5.0,8,1.2000000000000002,0.0,138.0
17,5,30.0,8,0.4,0.0,138.0
19,15,60.0,8,0.8999999999999999,0.0,138.0
20,45,65.0,8,1.0,92.0,172.5
22,45,10.0,8,0.9,0.0,138.0
24,65,35.0,8,0.2,92.0,172.5
25,65,20.0,8,1.9,0.0,138.0
26,45,30.0,8,1.7999999999999998,92.0,172.5
27,35,40.0,8,1.2,0.0,138.0
29,64,42.0,8,2.2,0.0,138.0
30,40,60.0,8,2.6,0.0,138.0
31,31,52.0,8,1.2,0.0,138.0
33,53,52.0,8,1.3,0.0,138.0
35,63,65.0,8,1.3,0.0,138.0
36,2,60.0,8,0.7999999999999999,0.0,138.0
38,5,5.0,8,16.0,0.0,138.0
39,60,12.0,8,3.2,0.0,138.0
40,40,25.0,8,0.7,0.0,138.0
41,42,7.0,8,0.7999999999999999,0.0,138.0
43,23,3.0,8,0.2,92.0,172.5
44,11,14.0,8,18.0,0.0,138.0
45,6,38.0,8,1.6,0.0,138.0
48,13,52.0,8,4.3,92.0,172.5
49,6,68.0,8,2.2,0.0,138.0
50,47,47.0,8,0.5,92.0,172.5
51,35,35.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
