CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,8,0.8,96.0,180.0
3,22,85.0,8,1.2,0.0,144.0
6,18,75.0,8,2.8,0.0,144.0
8,15,80.0,8,1.0,0.0,144.0
9,10,35.0,8,1.3,0.0,144.0
10,10,40.0,8,30.0,96.0,180.0
11,8,40.0,8,1.7,0.0,144.0
12,8,45.0,8,1.5,0.0,144.0
14,5,45.0,8,1.1,0.0,144.0
15,2,40.0,8,3.5,0.0,144.0
16,0,40.0,8,1.7,0.0,144.0
18,44,5.0,8,3.5999999999999996,0.0,144.0
19,42,10.0,8,5.199999999999999,0.0,144.0
21,40,5.0,8,1.1,0.0,144.0
22,40,15.0,8,4.4,0.0,144.0
24,38,15.0,8,0.8,96.0,180.0
27,95,35.0,8,5.4,0.0,144.0
30,88,30.0,8,0.8,0.0,144.0
31,88,35.0,8,1.2,0.0,144.0
32,87,30.0,8,1.4,96.0,180.0
35,67,85.0,8,1.8,96.0,180.0
36,65,85.0,8,4.199999999999999,0.0,144.0
39,60,80.0,8,0.7,0.0,144.0
41,58,75.0,8,1.2000000000000002,0.0,144.0
42,55,80.0,8,1.1,0.0,144.0
43,55,85.0,8,3.2,96.0,180.0
46,18,80.0,8,1.5,0.0,144.0
47,2,45.0,8,1.9000000000000001,0.0,144.0
48,42,5.0,8,0.2,96.0,180.0
49,42,12.0,8,0.9,0.0,144.0
50,72,35.0,8,30.0,96.0,180.0
51,55,20.0,8,2.4000000000000004,0.0,144.0
54,55,60.0,8,1.0,96.0,180.0
55,30,60.0,8,2.4000000000000004,96.0,180.0
57,30,25.0,8,1.4,0.0,144.0
62,65,35.0,8,0.6000000000000001,0.0,144.0
63,65,20.0,8,0.4,0.0,144.0
64,45,30.0,8,1.1,0.0,144.0
65,35,40.0,8,1.6,0.0,144.0
68,40,60.0,8,2.0,96.0,180.0
69,31,52.0,8,2.1,0.0,144.0
71,65,55.0,8,1.7000000000000002,0.0,144.0
73,2,60.0,8,0.7,0.0,144.0
74,20,20.0,8,0.4,96.0,180.0
75,5,5.0,8,0.6,0.0,144.0
76,60,12.0,8,4.5,0.0,144.0
77,23,3.0,8,7.0,96.0,180.0
80,47,47.0,8,0.8999999999999999,156.0,240.0
81,49,58.0,8,1.5,0.0,144.0
82,27,43.0,8,0.7,0.0,144.0
83,37,31.0,8,2.8,0.0,144.0
84,57,29.0,8,0.6000000000000001,0.0,144.0
85,63,23.0,8,0.1,0.0,144.0
88,24,58.0,8,1.7000000000000002,0.0,144.0
89,67,5.0,8,2.9000000000000004,96.0,180.0
90,37,47.0,8,0.2,0.0,144.0
91,49,42.0,8,2.5,156.0,240.0
92,53,43.0,8,1.0,0.0,144.0
93,61,52.0,8,0.2,156.0,240.0
98,26,52.0,8,1.0,0.0,144.0
100,31,67.0,8,0.2,156.0,240.0
101,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
