CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,8,20.0,96.0,180.0
2,22,75.0,24,30.1,0.0,144.0
3,22,85.0,16,9.600000000000001,96.0,180.0
4,20,80.0,8,35.3,96.0,180.0
5,20,85.0,8,15.700000000000001,0.0,144.0
6,18,75.0,16,18.1,0.0,144.0
7,15,75.0,24,20.1,0.0,144.0
8,15,80.0,24,9.600000000000001,0.0,144.0
9,10,35.0,8,20.0,0.0,144.0
10,10,40.0,24,27.599999999999998,96.0,180.0
11,8,40.0,24,37.4,0.0,144.0
13,5,35.0,8,10.0,96.0,180.0
14,5,45.0,8,10.0,0.0,144.0
15,2,40.0,8,20.0,0.0,144.0
16,0,40.0,16,18.1,0.0,144.0
17,0,45.0,8,20.0,0.0,144.0
18,44,5.0,8,18.1,0.0,144.0
19,42,10.0,8,40.0,0.0,144.0
20,42,15.0,16,10.0,96.0,180.0
21,40,5.0,24,9.0,0.0,144.0
22,40,15.0,8,40.0,0.0,144.0
23,38,5.0,24,29.1,0.0,144.0
24,38,15.0,8,8.899999999999999,96.0,180.0
25,35,5.0,8,20.0,0.0,144.0
26,95,30.0,8,30.0,96.0,180.0
27,95,35.0,24,18.0,0.0,144.0
28,92,30.0,24,9.600000000000001,0.0,144.0
29,90,35.0,16,8.8,0.0,144.0
31,88,35.0,16,20.0,0.0,144.0
33,85,25.0,24,9.4,0.0,144.0
34,85,35.0,16,30.0,96.0,180.0
35,67,85.0,24,18.5,96.0,180.0
36,65,85.0,24,37.1,0.0,144.0
37,65,82.0,16,8.6,96.0,180.0
38,62,80.0,24,28.700000000000003,0.0,144.0
39,60,80.0,24,9.7,0.0,144.0
40,60,85.0,8,30.0,0.0,144.0
41,58,75.0,16,18.700000000000003,0.0,144.0
42,55,80.0,24,9.000000000000002,0.0,144.0
43,55,85.0,24,18.9,96.0,180.0
44,55,82.0,16,9.2,0.0,144.0
45,20,82.0,16,8.8,0.0,144.0
46,18,80.0,16,9.2,96.0,180.0
47,2,45.0,16,9.0,0.0,144.0
48,42,5.0,16,9.3,96.0,180.0
49,42,12.0,16,9.4,0.0,144.0
50,72,35.0,24,27.9,96.0,180.0
51,55,20.0,8,19.0,0.0,144.0
52,25,30.0,8,3.0,0.0,144.0
54,55,60.0,8,16.0,96.0,180.0
55,30,60.0,24,16.2,96.0,180.0
56,50,35.0,16,18.0,96.0,180.0
57,30,25.0,24,21.599999999999998,0.0,144.0
58,15,10.0,16,20.0,0.0,144.0
59,10,20.0,16,19.0,0.0,144.0
60,15,60.0,8,17.0,156.0,240.0
61,45,65.0,24,8.6,0.0,144.0
62,65,35.0,24,2.6999999999999997,0.0,144.0
63,65,20.0,8,4.2,0.0,144.0
64,45,30.0,16,16.3,0.0,144.0
65,35,40.0,24,14.7,0.0,144.0
66,41,37.0,16,16.0,96.0,180.0
67,64,42.0,16,9.0,0.0,144.0
68,40,60.0,8,18.2,96.0,180.0
69,31,52.0,24,27.0,0.0,144.0
70,35,69.0,24,21.499999999999996,0.0,144.0
71,65,55.0,24,13.3,0.0,144.0
72,63,65.0,24,7.8,0.0,144.0
73,2,60.0,24,4.8,0.0,144.0
74,20,20.0,24,7.1,96.0,180.0
75,5,5.0,24,15.2,0.0,144.0
76,60,12.0,24,31.0,0.0,144.0
77,23,3.0,24,6.5,0.0,144.0
78,8,56.0,24,25.4,0.0,144.0
79,6,68.0,16,30.0,0.0,144.0
80,47,47.0,24,12.100000000000001,96.0,180.0
81,49,58.0,8,7.3999999999999995,0.0,144.0
82,27,43.0,16,8.5,0.0,144.0
83,37,31.0,24,13.3,0.0,144.0
84,57,29.0,24,17.200000000000003,0.0,144.0
85,63,23.0,16,1.8,0.0,144.0
86,21,24.0,8,25.799999999999997,0.0,144.0
87,12,24.0,8,9.8,0.0,144.0
88,24,58.0,16,17.7,0.0,144.0
89,67,5.0,8,25.0,96.0,180.0
90,37,47.0,16,6.0,0.0,144.0
91,49,42.0,16,11.2,156.0,240.0
92,53,43.0,8,11.9,0.0,144.0
93,61,52.0,8,3.0,96.0,180.0
94,57,48.0,8,23.0,0.0,144.0
95,56,37.0,8,6.0,0.0,144.0
96,55,54.0,24,23.7,96.0,180.0
97,4,18.0,8,35.0,96.0,180.0
98,26,52.0,8,9.0,0.0,144.0
99,26,35.0,16,14.6,0.0,144.0
100,31,67.0,24,2.6,96.0,180.0
101,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
