CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,25,85.0,8,1.5999999999999999,384.0,720.0
2,22,75.0,8,1.7,0.0,576.0
4,20,80.0,8,5.800000000000001,624.0,960.0
6,18,75.0,8,2.8,0.0,576.0
7,15,75.0,8,1.9,0.0,576.0
8,15,80.0,8,0.8,0.0,576.0
9,10,35.0,8,4.8,0.0,576.0
12,8,45.0,8,20.0,0.0,576.0
13,5,35.0,8,1.0,624.0,960.0
16,0,40.0,8,1.5,0.0,576.0
18,44,5.0,8,2.7,0.0,576.0
19,42,10.0,8,13.5,0.0,576.0
20,42,15.0,8,0.8,384.0,720.0
21,40,5.0,8,0.7,0.0,576.0
23,38,5.0,8,3.2,0.0,576.0
24,38,15.0,8,0.7,624.0,960.0
26,40,50.0,0,0.0,0.0,0.0
capacity,1000,,0,0.0,,
