CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,45,68.0,8,10.0,803.4,1236.0
2,45,70.0,8,1.1,494.4,927.0
4,42,68.0,8,0.7999999999999999,494.4,927.0
5,42,65.0,8,0.6000000000000001,0.0,741.6
6,40,69.0,8,1.4,0.0,741.6
8,38,68.0,8,1.6,0.0,741.6
10,35,66.0,8,1.2,0.0,741.6
12,25,85.0,8,1.1,0.0,741.6
13,22,75.0,8,2.4,0.0,741.6
14,22,85.0,8,10.0,0.0,741.6
15,20,80.0,8,5.1,0.0,741.6
18,15,75.0,8,1.4000000000000001,0.0,741.6
19,15,80.0,8,0.2,0.0,741.6
20,30,50.0,8,0.8,0.0,741.6
21,30,52.0,8,4.4,803.4,1236.0
24,25,50.0,8,0.8999999999999999,0.0,741.6
25,25,52.0,8,4.2,0.0,741.6
26,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
