CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
2,45,70.0,8,1.1,0.0,741.6
3,42,66.0,8,1.0,0.0,741.6
4,42,68.0,8,1.0,494.4,927.0
5,42,65.0,8,0.6000000000000001,0.0,741.6
8,38,68.0,8,3.6999999999999997,0.0,741.6
10,35,66.0,8,1.1,0.0,741.6
11,35,69.0,8,1.1,0.0,741.6
12,25,85.0,8,1.3,0.0,741.6
15,20,80.0,8,40.0,0.0,741.6
17,18,75.0,8,4.2,0.0,741.6
18,15,75.0,8,1.4,0.0,741.6
20,30,50.0,8,10.0,0.0,741.6
21,30,52.0,8,20.0,0.0,741.6
22,28,52.0,8,1.0,0.0,741.6
24,25,50.0,8,1.1,0.0,741.6
25,25,52.0,8,3.0,0.0,741.6
30,20,55.0,8,0.5,0.0,741.6
31,10,35.0,8,2.9,0.0,741.6
32,10,40.0,8,2.3,0.0,741.6
33,8,40.0,8,1.8,0.0,741.6
35,5,35.0,8,0.5,0.0,741.6
38,0,40.0,8,30.0,0.0,741.6
39,0,45.0,8,0.6000000000000001,0.0,741.6
40,35,30.0,8,0.7,0.0,741.6
42,33,32.0,8,1.5,0.0,741.6
43,33,35.0,8,0.6,0.0,741.6
46,30,32.0,8,3.0,0.0,741.6
47,30,35.0,8,1.1,0.0,741.6
48,28,30.0,8,0.5,0.0,741.6
51,25,30.0,8,10.0,0.0,741.6
55,42,15.0,8,1.2000000000000002,0.0,741.6
56,40,5.0,8,1.1,0.0,741.6
57,40,15.0,8,5.4,0.0,741.6
58,38,5.0,8,3.7,0.0,741.6
59,38,15.0,8,1.0,0.0,741.6
60,35,5.0,8,1.4000000000000001,0.0,741.6
61,50,30.0,8,1.2,0.0,741.6
62,50,35.0,8,20.0,0.0,741.6
63,50,40.0,8,2.6999999999999997,0.0,741.6
67,47,40.0,8,1.1,0.0,741.6
69,45,35.0,8,10.0,803.4,1236.0
70,95,30.0,8,3.8000000000000003,0.0,741.6
71,95,35.0,8,1.2999999999999998,0.0,741.6
72,53,30.0,8,0.7,0.0,741.6
73,92,30.0,8,0.9,0.0,741.6
77,88,30.0,8,0.7,0.0,741.6
79,87,30.0,8,1.4,0.0,741.6
80,85,25.0,8,0.4,0.0,741.6
82,75,55.0,8,4.0,0.0,741.6
83,72,55.0,8,0.5,0.0,741.6
87,65,55.0,8,1.0,0.0,741.6
88,65,60.0,8,2.0,0.0,741.6
89,63,58.0,8,1.2,0.0,741.6
93,65,85.0,8,13.3,0.0,741.6
94,65,82.0,8,3.5,0.0,741.6
96,60,80.0,8,0.8,0.0,741.6
98,58,75.0,8,0.8,0.0,741.6
99,55,80.0,8,0.9,494.4,927.0
100,55,85.0,8,2.4,0.0,741.6
101,40,50.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
