CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,24,9.0,0.0,138.0
2,35,17.0,16,6.4,0.0,138.0
3,55,45.0,8,13.0,0.0,138.0
4,55,20.0,8,19.0,92.0,172.5
5,15,30.0,24,24.400000000000002,0.0,138.0
7,20,50.0,16,4.4,0.0,138.0
8,10,43.0,8,7.3999999999999995,0.0,138.0
9,55,60.0,8,16.0,0.0,138.0
10,30,60.0,8,14.6,0.0,138.0
11,20,65.0,16,12.0,0.0,138.0
12,50,35.0,8,19.0,0.0,138.0
13,30,25.0,16,19.7,92.0,172.5
14,15,10.0,8,20.0,0.0,138.0
15,30,5.0,8,7.4,0.0,138.0
16,10,20.0,24,17.400000000000002,0.0,138.0
17,5,30.0,16,1.8,92.0,172.5
19,15,60.0,24,16.9,0.0,138.0
20,45,65.0,8,9.0,0.0,138.0
21,45,20.0,8,11.0,0.0,138.0
22,45,10.0,8,18.0,0.0,138.0
23,55,5.0,8,26.9,0.0,138.0
24,65,35.0,16,3.0,0.0,138.0
25,65,20.0,24,5.4,149.5,230.0
26,45,30.0,24,16.2,0.0,138.0
27,35,40.0,24,14.9,0.0,138.0
28,41,37.0,16,14.4,0.0,138.0
29,64,42.0,8,9.0,0.0,138.0
31,31,52.0,8,27.0,0.0,138.0
32,35,69.0,24,22.1,0.0,138.0
33,53,52.0,24,10.299999999999999,0.0,138.0
34,65,55.0,24,13.200000000000001,0.0,138.0
35,63,65.0,8,8.0,92.0,172.5
37,20,20.0,24,7.6,0.0,138.0
38,5,5.0,24,16.0,0.0,138.0
39,60,12.0,24,29.3,0.0,138.0
40,40,25.0,8,9.0,0.0,138.0
41,42,7.0,16,5.0,0.0,138.0
42,24,12.0,8,5.0,0.0,138.0
43,23,3.0,16,5.7,0.0,138.0
44,11,14.0,16,16.2,0.0,138.0
45,6,38.0,16,14.9,0.0,138.0
46,2,48.0,8,1.0,0.0,138.0
47,8,56.0,24,27.1,0.0,138.0
48,13,52.0,24,34.900000000000006,0.0,138.0
49,6,68.0,16,25.9,0.0,138.0
50,47,47.0,16,13.0,0.0,138.0
51,35,35.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
