CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END
1,41,49.0,24,9.2,149.5,230.0
2,35,17.0,24,6.699999999999999,0.0,138.0
3,55,45.0,8,13.0,0.0,138.0
4,55,20.0,8,14.3,92.0,172.5
5,15,30.0,8,20.1,0.0,138.0
6,25,30.0,24,2.8000000000000003,0.0,138.0
7,20,50.0,8,4.3,0.0,138.0
8,10,43.0,16,7.8,0.0,138.0
9,55,60.0,16,15.999999999999998,0.0,138.0
10,30,60.0,24,16.0,92.0,172.5
11,20,65.0,16,11.4,0.0,138.0
12,50,35.0,8,16.0,0.0,138.0
13,30,25.0,24,21.200000000000003,92.0,172.5
14,15,10.0,16,17.6,0.0,138.0
15,30,5.0,16,6.699999999999999,0.0,138.0
16,10,20.0,16,19.0,0.0,138.0
17,5,30.0,8,1.6,0.0,138.0
18,20,40.0,8,12.0,0.0,138.0
19,15,60.0,24,16.0,0.0,138.0
20,45,65.0,24,8.200000000000001,92.0,172.5
21,45,20.0,24,10.9,0.0,138.0
22,45,10.0,24,17.1,0.0,138.0
23,55,5.0,16,29.0,0.0,138.0
24,65,35.0,24,2.7,92.0,172.5
25,65,20.0,8,4.1,0.0,138.0
26,45,30.0,24,15.2,92.0,172.5
27,35,40.0,16,15.0,0.0,138.0
28,41,37.0,16,16.0,0.0,138.0
29,64,42.0,8,6.8,0.0,138.0
30,40,60.0,8,18.4,0.0,138.0
31,31,52.0,24,25.8,0.0,138.0
32,35,69.0,8,23.0,92.0,172.5
33,53,52.0,16,9.9,0.0,138.0
34,65,55.0,8,14.0,92.0,172.5
35,63,65.0,16,6.699999999999999,0.0,138.0
36,2,60.0,8,4.199999999999999,0.0,138.0
37,20,20.0,8,8.0,92.0,172.5
39,60,12.0,16,27.7,0.0,138.0
40,40,25.0,24,8.4,0.0,138.0
41,42,7.0,8,4.199999999999999,0.0,138.0
42,24,12.0,8,5.0,0.0,138.0
43,23,3.0,24,6.8,92.0,172.5
45,6,38.0,16,14.4,0.0,138.0
46,2,48.0,16,1.0,92.0,172.5
47,8,56.0,8,27.0,0.0,138.0
48,13,52.0,16,31.700000000000003,92.0,172.5
49,6,68.0,16,27.8,0.0,138.0
50,47,47.0,16,12.5,92.0,172.5
51,35,35.0,0,0.0,0.0,0.0
capacity,200,,0,0.0,,
